GID_0,NAME_0,GID_1,NAME_1,year,month,day,country,admin1,location,infra_cate,infra,sub_event_,damage_inf,severity_i,notes,fatalities,actor1,assoc_acto,inter1,actor2,assoc_ac_1,inter2,latitude,longitude,coordinate,source,radio,mcc,net,area,distance_to_event_m
BFA,Burkina Faso,GID_1,NAME_1,2021,11,22,Burkina Faso,Sahel,Boundore,communications,antenna,Looting/property destruction,destruction,destroyed,"Property destruction: On 22 November 2021, presumed JNIM militants destroyed telecommunications antennas in the town of Boundore (Boundore, Yagha).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,13.4411,0.9074,"13.4411,0.9074",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
BFA,Burkina Faso,GID_1,NAME_1,2022,3,10,Burkina Faso,Est,Tanwalbougou,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 10 March 2022, presumed JNIM militants burned a telecommunications antenna near the village of Tanwalbougou (Fada Ngourma, Gourma).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,12.05,0.783,"12.05,0.783",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,1.0,26.0,2857.044668043932
BFA,Burkina Faso,GID_1,NAME_1,2022,3,10,Burkina Faso,Est,Tanwalbougou,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 10 March 2022, presumed JNIM militants burned a telecommunications antenna near the village of Tanwalbougou (Fada Ngourma, Gourma).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,12.05,0.783,"12.05,0.783",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,2.0,503.0,3728.51570421925
BFA,Burkina Faso,GID_1,NAME_1,2022,3,10,Burkina Faso,Est,Tanwalbougou,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 10 March 2022, presumed JNIM militants burned a telecommunications antenna near the village of Tanwalbougou (Fada Ngourma, Gourma).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,12.05,0.783,"12.05,0.783",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,2.0,503.0,4165.648324142109
BFA,Burkina Faso,GID_1,NAME_1,2022,2,9,Burkina Faso,Est,Kompienga,communications,telecommunications station,Looting/property destruction,looting,looting,"Looting: On 9 February 2022, presumed JNIM militants looted fuel at a telecommunications station in Kompienga (Kompienga, Kompienga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,11.0811,0.7233,"11.0811,0.7233",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,2.0,503.0,81.61237018740836
BFA,Burkina Faso,GID_1,NAME_1,2022,2,9,Burkina Faso,Est,Kompienga,communications,telecommunications station,Looting/property destruction,looting,looting,"Looting: On 9 February 2022, presumed JNIM militants looted fuel at a telecommunications station in Kompienga (Kompienga, Kompienga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,11.0811,0.7233,"11.0811,0.7233",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,2.0,503.0,81.61237018740836
BFA,Burkina Faso,GID_1,NAME_1,2022,2,9,Burkina Faso,Est,Kompienga,communications,telecommunications station,Looting/property destruction,looting,looting,"Looting: On 9 February 2022, presumed JNIM militants looted fuel at a telecommunications station in Kompienga (Kompienga, Kompienga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,11.0811,0.7233,"11.0811,0.7233",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,1.0,26.0,3164.947920584555
BFA,Burkina Faso,GID_1,NAME_1,2023,3,29,Burkina Faso,Centre-Nord,Zambanga,communications,installation,Looting/property destruction,ransacking,unknown,"Property destruction: On 29 March 2023, presumed JNIM militants vandalized cell phone installations in the village of Zambanga (Boulsa, Namentenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,12.7226,-0.5413,"12.7226,-0.5413",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,1.0,18.0,8828.062108138574
BFA,Burkina Faso,GID_1,NAME_1,2023,3,29,Burkina Faso,Centre-Nord,Zambanga,communications,installation,Looting/property destruction,ransacking,unknown,"Property destruction: On 29 March 2023, presumed JNIM militants vandalized cell phone installations in the village of Zambanga (Boulsa, Namentenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,12.7226,-0.5413,"12.7226,-0.5413",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,1.0,18.0,8828.062108138574
BFA,Burkina Faso,GID_1,NAME_1,2023,3,29,Burkina Faso,Centre-Nord,Zambanga,communications,installation,Looting/property destruction,ransacking,unknown,"Property destruction: On 29 March 2023, presumed JNIM militants vandalized cell phone installations in the village of Zambanga (Boulsa, Namentenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,12.7226,-0.5413,"12.7226,-0.5413",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,2.0,301.0,9841.174524787157
BFA,Burkina Faso,GID_1,NAME_1,2023,3,29,Burkina Faso,Centre-Nord,Zambanga,communications,installation,Looting/property destruction,ransacking,unknown,"Property destruction: On 29 March 2023, presumed JNIM militants vandalized cell phone installations in the village of Zambanga (Boulsa, Namentenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,12.7226,-0.5413,"12.7226,-0.5413",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,UMTS,613.0,1.0,140.0,7271.31598861162
BFA,Burkina Faso,GID_1,NAME_1,2023,3,29,Burkina Faso,Centre-Nord,Zambanga,communications,installation,Looting/property destruction,ransacking,unknown,"Property destruction: On 29 March 2023, presumed JNIM militants vandalized cell phone installations in the village of Zambanga (Boulsa, Namentenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,12.7226,-0.5413,"12.7226,-0.5413",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,UMTS,613.0,1.0,140.0,7331.610519213994
BFA,Burkina Faso,GID_1,NAME_1,2023,3,29,Burkina Faso,Centre-Nord,Zambanga,communications,installation,Looting/property destruction,ransacking,unknown,"Property destruction: On 29 March 2023, presumed JNIM militants vandalized cell phone installations in the village of Zambanga (Boulsa, Namentenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,12.7226,-0.5413,"12.7226,-0.5413",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,UMTS,613.0,2.0,3003.0,8502.7913692993
BFA,Burkina Faso,GID_1,NAME_1,2022,12,5,Burkina Faso,Centre-Nord,Pissila,communications,antenna,Looting/property destruction,destruction,destroyed,"Property destruction: On 5 December 2022, presumed JNIM militants destroyed a telecommunications antenna in the town of Pissila (Pissila, Sanmatenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,13.1642,-0.8225,"13.1642,-0.8225",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,2.0,301.0,4657.348159886838
BFA,Burkina Faso,GID_1,NAME_1,2022,3,8,Burkina Faso,Centre-Nord,Pissila,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 8 March 2022, presumed JNIM militants burned telecommunications antennas in the town of Pissila (Pissila, Sanmatenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,13.1642,-0.8225,"13.1642,-0.8225",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,2.0,301.0,4657.348159886838
BFA,Burkina Faso,GID_1,NAME_1,2015,8,24,Burkina Faso,Centre-Nord,Pissila,communications,radio station,Armed clash,arson,burned,Unidentified individuals attacked and seriously injured a security guard at the independent Radio Manegmoogo in Pissila. Then they set fire to the building.,0,Unidentified Armed Group (Burkina Faso),,Political Militias,Private Security Forces (Burkina Faso),,External and Other Forces,13.1642,-0.8225,"13.1642,-0.8225",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,2.0,301.0,4657.348159886838
BFA,Burkina Faso,GID_1,NAME_1,2022,10,16,Burkina Faso,Centre-Nord,Kogossablogo,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 16 October 2022, presumed JNIM militants burned telecommunications antennas in the village of Kogossablogo (Dargo, Namentenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,12.8424,-0.282,"12.8424,-0.282",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
BFA,Burkina Faso,GID_1,NAME_1,2022,10,16,Burkina Faso,Centre-Nord,Kogossablogo,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 16 October 2022, presumed JNIM militants burned telecommunications antennas in the village of Kogossablogo (Dargo, Namentenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,12.8424,-0.282,"12.8424,-0.282",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
BFA,Burkina Faso,GID_1,NAME_1,2022,10,16,Burkina Faso,Centre-Nord,Kogossablogo,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 16 October 2022, presumed JNIM militants burned telecommunications antennas in the village of Kogossablogo (Dargo, Namentenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,12.8424,-0.282,"12.8424,-0.282",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
BFA,Burkina Faso,GID_1,NAME_1,2022,10,19,Burkina Faso,Nord,Sissamba,communications,antenna,Looting/property destruction,ransacking,unknown,"Property destruction: On 19 October 2022, presumed JNIM militants vandalized telecommunications installations in Sissamba (Ouahigouya, Yatenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,13.502,-2.4641,"13.502,-2.4641",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,1.0,30.0,7631.829777465736
BFA,Burkina Faso,GID_1,NAME_1,2022,10,19,Burkina Faso,Nord,Sissamba,communications,antenna,Looting/property destruction,ransacking,unknown,"Property destruction: On 19 October 2022, presumed JNIM militants vandalized telecommunications installations in Sissamba (Ouahigouya, Yatenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,13.502,-2.4641,"13.502,-2.4641",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,2.0,302.0,7938.857106296057
BFA,Burkina Faso,GID_1,NAME_1,2022,10,19,Burkina Faso,Nord,Sissamba,communications,antenna,Looting/property destruction,ransacking,unknown,"Property destruction: On 19 October 2022, presumed JNIM militants vandalized telecommunications installations in Sissamba (Ouahigouya, Yatenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,13.502,-2.4641,"13.502,-2.4641",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,1.0,30.0,7948.874765225138
BFA,Burkina Faso,GID_1,NAME_1,2022,10,19,Burkina Faso,Nord,Sissamba,communications,antenna,Looting/property destruction,ransacking,unknown,"Property destruction: On 19 October 2022, presumed JNIM militants vandalized telecommunications installations in Sissamba (Ouahigouya, Yatenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,13.502,-2.4641,"13.502,-2.4641",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,UMTS,613.0,2.0,3004.0,6941.949615609389
BFA,Burkina Faso,GID_1,NAME_1,2022,10,19,Burkina Faso,Nord,Sissamba,communications,antenna,Looting/property destruction,ransacking,unknown,"Property destruction: On 19 October 2022, presumed JNIM militants vandalized telecommunications installations in Sissamba (Ouahigouya, Yatenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,13.502,-2.4641,"13.502,-2.4641",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,UMTS,613.0,1.0,140.0,7938.857106296057
BFA,Burkina Faso,GID_1,NAME_1,2022,10,19,Burkina Faso,Nord,Sissamba,communications,antenna,Looting/property destruction,ransacking,unknown,"Property destruction: On 19 October 2022, presumed JNIM militants vandalized telecommunications installations in Sissamba (Ouahigouya, Yatenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,13.502,-2.4641,"13.502,-2.4641",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,UMTS,613.0,1.0,140.0,8011.44845226818
BFA,Burkina Faso,GID_1,NAME_1,2022,2,3,Burkina Faso,Boucle du Mouhoun,Soukui,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: On 3 February 2022, presumed JNIM militants sabotaged a telecommunications antenna in the village of Soukui (Dedougou, Mouhoun).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,12.6004,-3.472,"12.6004,-3.472",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
BFA,Burkina Faso,GID_1,NAME_1,2022,2,3,Burkina Faso,Boucle du Mouhoun,Soukui,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: On 3 February 2022, presumed JNIM militants sabotaged a telecommunications antenna in the village of Soukui (Dedougou, Mouhoun).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,12.6004,-3.472,"12.6004,-3.472",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
BFA,Burkina Faso,GID_1,NAME_1,2022,2,3,Burkina Faso,Boucle du Mouhoun,Soukui,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: On 3 February 2022, presumed JNIM militants sabotaged a telecommunications antenna in the village of Soukui (Dedougou, Mouhoun).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,12.6004,-3.472,"12.6004,-3.472",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
BFA,Burkina Faso,GID_1,NAME_1,2022,2,10,Burkina Faso,Est,Bougui,communications,antenna,Attack on civilians,arson,burned,"On 10 February 2022, presumed JNIM militants attacked a Catholic school in the village of Bougui (Fada Ngourma, Gourma). The militants burned a classroom, lodgings, a food storage, a hairdressing room and seized a vehicle belonging to a priest trainer, c",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Catholic Christian Group (Burkina Faso); Teachers (Burkina Faso); Students (Burkina Faso),Civilians,12.0621,0.4331,"12.0621,0.4331",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,1.0,26.0,747.104030313433
BFA,Burkina Faso,GID_1,NAME_1,2022,2,10,Burkina Faso,Est,Bougui,communications,antenna,Attack on civilians,arson,burned,"On 10 February 2022, presumed JNIM militants attacked a Catholic school in the village of Bougui (Fada Ngourma, Gourma). The militants burned a classroom, lodgings, a food storage, a hairdressing room and seized a vehicle belonging to a priest trainer, c",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Catholic Christian Group (Burkina Faso); Teachers (Burkina Faso); Students (Burkina Faso),Civilians,12.0621,0.4331,"12.0621,0.4331",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,1.0,26.0,2147.37180527035
BFA,Burkina Faso,GID_1,NAME_1,2022,2,10,Burkina Faso,Est,Bougui,communications,antenna,Attack on civilians,arson,burned,"On 10 February 2022, presumed JNIM militants attacked a Catholic school in the village of Bougui (Fada Ngourma, Gourma). The militants burned a classroom, lodgings, a food storage, a hairdressing room and seized a vehicle belonging to a priest trainer, c",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Catholic Christian Group (Burkina Faso); Teachers (Burkina Faso); Students (Burkina Faso),Civilians,12.0621,0.4331,"12.0621,0.4331",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,1.0,26.0,4461.403131590084
BFA,Burkina Faso,GID_1,NAME_1,2022,2,10,Burkina Faso,Est,Bougui,communications,antenna,Attack on civilians,arson,burned,"On 10 February 2022, presumed JNIM militants attacked a Catholic school in the village of Bougui (Fada Ngourma, Gourma). The militants burned a classroom, lodgings, a food storage, a hairdressing room and seized a vehicle belonging to a priest trainer, c",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Catholic Christian Group (Burkina Faso); Teachers (Burkina Faso); Students (Burkina Faso),Civilians,12.0621,0.4331,"12.0621,0.4331",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,UMTS,613.0,2.0,3003.0,5042.524480754146
BFA,Burkina Faso,GID_1,NAME_1,2022,2,10,Burkina Faso,Est,Bougui,communications,antenna,Attack on civilians,arson,burned,"On 10 February 2022, presumed JNIM militants attacked a Catholic school in the village of Bougui (Fada Ngourma, Gourma). The militants burned a classroom, lodgings, a food storage, a hairdressing room and seized a vehicle belonging to a priest trainer, c",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Catholic Christian Group (Burkina Faso); Teachers (Burkina Faso); Students (Burkina Faso),Civilians,12.0621,0.4331,"12.0621,0.4331",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,UMTS,613.0,2.0,3001.0,6097.127788257527
BFA,Burkina Faso,GID_1,NAME_1,2022,2,10,Burkina Faso,Est,Bougui,communications,antenna,Attack on civilians,arson,burned,"On 10 February 2022, presumed JNIM militants attacked a Catholic school in the village of Bougui (Fada Ngourma, Gourma). The militants burned a classroom, lodgings, a food storage, a hairdressing room and seized a vehicle belonging to a priest trainer, c",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Catholic Christian Group (Burkina Faso); Teachers (Burkina Faso); Students (Burkina Faso),Civilians,12.0621,0.4331,"12.0621,0.4331",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,UMTS,613.0,1.0,140.0,6347.489206950887
BFA,Burkina Faso,GID_1,NAME_1,2022,2,16,Burkina Faso,Centre-Est,Yonde,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 16 February 2022, presumed JNIM militants burned the mayor's office, the prefecture, a livestock warehouse, and a telecommunications antenna in the town of Yonde (Yonde, Boulgou).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Government of Burkina Faso (2022-),Civilians,11.5013,0.1403,"11.5013,0.1403",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,3.0,139.0,8971.192105138525
BFA,Burkina Faso,GID_1,NAME_1,2022,2,8,Burkina Faso,Centre-Est,Yonde,communications,antenna,Looting/property destruction,ransacking,unknown,"Property destruction: On 8 February 2022, presumed JNIM militants vandalized a school and a telecommunications antenna in the village Pigolo, in the department of Yonde (Yonde, Koulpelogo).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,11.5013,0.1403,"11.5013,0.1403",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,3.0,139.0,8971.192105138525
BFA,Burkina Faso,GID_1,NAME_1,2022,2,16,Burkina Faso,Centre-Est,Yonde,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 16 February 2022, presumed JNIM militants burned the mayor's office, the prefecture, a livestock warehouse, and a telecommunications antenna in the town of Yonde (Yonde, Boulgou).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Government of Burkina Faso (2022-),Civilians,11.5013,0.1403,"11.5013,0.1403",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,UMTS,613.0,2.0,3003.0,9276.838410633449
BFA,Burkina Faso,GID_1,NAME_1,2022,2,8,Burkina Faso,Centre-Est,Yonde,communications,antenna,Looting/property destruction,ransacking,unknown,"Property destruction: On 8 February 2022, presumed JNIM militants vandalized a school and a telecommunications antenna in the village Pigolo, in the department of Yonde (Yonde, Koulpelogo).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,11.5013,0.1403,"11.5013,0.1403",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,UMTS,613.0,2.0,3003.0,9276.838410633449
BFA,Burkina Faso,GID_1,NAME_1,2022,11,1,Burkina Faso,Hauts-Bassins,Boni,communications,antenna,Looting/property destruction,destruction,destroyed,"Property destruction: On 1 November 2022, JNIM militants destroyed a telecommunications antenna in Boni (Boni, Tuy).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,11.555,-3.3928,"11.555,-3.3928",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,1.0,20.0,2017.0942973078004
BFA,Burkina Faso,GID_1,NAME_1,2022,11,1,Burkina Faso,Hauts-Bassins,Boni,communications,antenna,Looting/property destruction,destruction,destroyed,"Property destruction: On 1 November 2022, JNIM militants destroyed a telecommunications antenna in Boni (Boni, Tuy).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,11.555,-3.3928,"11.555,-3.3928",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,2.0,802.0,3259.325975533817
BFA,Burkina Faso,GID_1,NAME_1,2022,11,1,Burkina Faso,Hauts-Bassins,Boni,communications,antenna,Looting/property destruction,destruction,destroyed,"Property destruction: On 1 November 2022, JNIM militants destroyed a telecommunications antenna in Boni (Boni, Tuy).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,11.555,-3.3928,"11.555,-3.3928",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,3.0,20.0,4144.483150514109
BFA,Burkina Faso,GID_1,NAME_1,2022,10,16,Burkina Faso,Centre-Nord,Dargo,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 16 October 2022, presumed JNIM militants burned a police station, the mayor's office, a credit union, telecommunications antennas, and a high school in the town of Dargo (Dargo, Namentenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Police Forces of Burkina Faso (2022-); Government of Burkina Faso (2022-),Civilians,12.7193,-0.2834,"12.7193,-0.2834",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,2.0,301.0,1379.6672667770547
BFA,Burkina Faso,GID_1,NAME_1,2022,10,16,Burkina Faso,Centre-Nord,Dargo,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 16 October 2022, presumed JNIM militants burned a police station, the mayor's office, a credit union, telecommunications antennas, and a high school in the town of Dargo (Dargo, Namentenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Police Forces of Burkina Faso (2022-); Government of Burkina Faso (2022-),Civilians,12.7193,-0.2834,"12.7193,-0.2834",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,2.0,503.0,1579.9703564294307
BFA,Burkina Faso,GID_1,NAME_1,2022,10,16,Burkina Faso,Centre-Nord,Dargo,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 16 October 2022, presumed JNIM militants burned a police station, the mayor's office, a credit union, telecommunications antennas, and a high school in the town of Dargo (Dargo, Namentenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Police Forces of Burkina Faso (2022-); Government of Burkina Faso (2022-),Civilians,12.7193,-0.2834,"12.7193,-0.2834",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,2.0,301.0,3309.8252626480635
BFA,Burkina Faso,GID_1,NAME_1,2022,10,16,Burkina Faso,Centre-Nord,Dargo,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 16 October 2022, presumed JNIM militants burned a police station, the mayor's office, a credit union, telecommunications antennas, and a high school in the town of Dargo (Dargo, Namentenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Police Forces of Burkina Faso (2022-); Government of Burkina Faso (2022-),Civilians,12.7193,-0.2834,"12.7193,-0.2834",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,UMTS,613.0,2.0,3004.0,1926.1500900426288
BFA,Burkina Faso,GID_1,NAME_1,2022,10,16,Burkina Faso,Centre-Nord,Dargo,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 16 October 2022, presumed JNIM militants burned a police station, the mayor's office, a credit union, telecommunications antennas, and a high school in the town of Dargo (Dargo, Namentenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Police Forces of Burkina Faso (2022-); Government of Burkina Faso (2022-),Civilians,12.7193,-0.2834,"12.7193,-0.2834",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,UMTS,613.0,2.0,3001.0,2048.889269184161
BFA,Burkina Faso,GID_1,NAME_1,2022,10,16,Burkina Faso,Centre-Nord,Dargo,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 16 October 2022, presumed JNIM militants burned a police station, the mayor's office, a credit union, telecommunications antennas, and a high school in the town of Dargo (Dargo, Namentenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Police Forces of Burkina Faso (2022-); Government of Burkina Faso (2022-),Civilians,12.7193,-0.2834,"12.7193,-0.2834",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,UMTS,613.0,2.0,3003.0,3543.1081196849123
BFA,Burkina Faso,GID_1,NAME_1,2022,8,19,Burkina Faso,Centre-Est,Sabrabinatenga,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 19 August 2022, presumed JNIM militants burned telecommunications antennas in the village of Sabrabinatenga (Andemtenga, Kourittenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,12.288,-0.2017,"12.288,-0.2017",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,2.0,503.0,6498.865828945537
BFA,Burkina Faso,GID_1,NAME_1,2022,2,4,Burkina Faso,Boucle du Mouhoun,Di,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: Around 4 February 2022 (as reported), presumed JNIM militants sabotaged a telecommunications installation in the town of Di (Di, Sourou).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,13.169,-3.4151,"13.169,-3.4151",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,UMTS,613.0,2.0,3002.0,949.959641088973
BFA,Burkina Faso,GID_1,NAME_1,2022,1,6,Burkina Faso,Boucle du Mouhoun,Di,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: Around 6 January 2022 (week of), presumed JNIM militants sabotaged a telecommunications antenna in the town of Di (Di, Sourou).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,13.169,-3.4151,"13.169,-3.4151",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,UMTS,613.0,2.0,3002.0,949.959641088973
