GID_0,NAME_0,GID_1,NAME_1,year,month,day,country,admin1,location,infra_cate,infra,sub_event_,damage_inf,severity_i,notes,fatalities,actor1,assoc_acto,inter1,actor2,assoc_ac_1,inter2,latitude,longitude,coordinate,source,radio,mcc,net,area,distance_to_event_m
MLI,Mali,GID_1,NAME_1,2023,3,10,Mali,Segou,Sagala,communications,installation,Looting/property destruction,destruction,destroyed,"Property destruction: On 10 March 2023, FAMa and Wagner forces destroyed a telecommunications installation in Seguela (also called Sagala) (Bellen, Segou).",0,Military Forces of Mali (2021-),Wagner Group,State Forces,Civilians (Mali),,Civilians,14.1137,-6.7275,"14.1137,-6.7275",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
MLI,Mali,GID_1,NAME_1,2023,3,10,Mali,Segou,Sagala,communications,installation,Looting/property destruction,destruction,destroyed,"Property destruction: On 10 March 2023, FAMa and Wagner forces destroyed a telecommunications installation in Seguela (also called Sagala) (Bellen, Segou).",0,Military Forces of Mali (2021-),Wagner Group,State Forces,Civilians (Mali),,Civilians,14.1137,-6.7275,"14.1137,-6.7275",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
MLI,Mali,GID_1,NAME_1,2019,6,26,Mali,Mopti,Yoro,communications,other,Attack on civilians,ransacking,unknown,"On 26 June 2019, suspected Katiba Macina (JNIM) militants attacked the Dogon village of Yoro, and killed one individual, wounded two others, pillaged shops, seized livestock, and ransacked the telecommunications network.",1,JNIM: Group for Support of Islam and Muslims,Katiba Macina,Rebel Groups,Civilians (Mali),Dogon Ethnic Group (Mali),Civilians,14.2793,-2.1354,"14.2793,-2.1354",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
MLI,Mali,GID_1,NAME_1,2019,6,26,Mali,Mopti,Yoro,communications,other,Attack on civilians,ransacking,unknown,"On 26 June 2019, suspected Katiba Macina (JNIM) militants attacked the Dogon village of Yoro, and killed one individual, wounded two others, pillaged shops, seized livestock, and ransacked the telecommunications network.",1,JNIM: Group for Support of Islam and Muslims,Katiba Macina,Rebel Groups,Civilians (Mali),Dogon Ethnic Group (Mali),Civilians,14.2793,-2.1354,"14.2793,-2.1354",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
MLI,Mali,GID_1,NAME_1,2019,6,26,Mali,Mopti,Yoro,communications,other,Attack on civilians,ransacking,unknown,"On 26 June 2019, suspected Katiba Macina (JNIM) militants attacked the Dogon village of Yoro, and killed one individual, wounded two others, pillaged shops, seized livestock, and ransacked the telecommunications network.",1,JNIM: Group for Support of Islam and Muslims,Katiba Macina,Rebel Groups,Civilians (Mali),Dogon Ethnic Group (Mali),Civilians,14.2793,-2.1354,"14.2793,-2.1354",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
MLI,Mali,GID_1,NAME_1,2021,8,19,Mali,Segou,Mafoune,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 19 August 2021, presumed Katiba Macina (JNIM) militants burned the residence of the subprefect and a telecommunications antenna in the town of Mafoune (Tominian, Segou).",0,Katiba Macina,JNIM: Group for Support of Islam and Muslims,Rebel Groups,Civilians (Mali),Government of Mali (2021-),Civilians,12.7903,-4.3618,"12.7903,-4.3618",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
MLI,Mali,GID_1,NAME_1,2021,8,19,Mali,Segou,Mafoune,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 19 August 2021, presumed Katiba Macina (JNIM) militants burned the residence of the subprefect and a telecommunications antenna in the town of Mafoune (Tominian, Segou).",0,Katiba Macina,JNIM: Group for Support of Islam and Muslims,Rebel Groups,Civilians (Mali),Government of Mali (2021-),Civilians,12.7903,-4.3618,"12.7903,-4.3618",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
MLI,Mali,GID_1,NAME_1,2021,8,19,Mali,Segou,Mafoune,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 19 August 2021, presumed Katiba Macina (JNIM) militants burned the residence of the subprefect and a telecommunications antenna in the town of Mafoune (Tominian, Segou).",0,Katiba Macina,JNIM: Group for Support of Islam and Muslims,Rebel Groups,Civilians (Mali),Government of Mali (2021-),Civilians,12.7903,-4.3618,"12.7903,-4.3618",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
MLI,Mali,GID_1,NAME_1,2021,3,28,Mali,Tombouctou,Hamzakoma,communications,antenna,Other,looting,looting,"Non-violent activity: On 28 March 2021, JNIM militants captured three armed bandits in Hamzakoma (Gourma-Rharous, Tombouctou). The bandits had earlier stolen batteries from a telecom antenna in Madiakoye, which JNIM recovered and returned to Madiakoye.",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Unidentified Armed Group (Mali),,Political Militias,16.7201,-2.4436,"16.7201,-2.4436",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
MLI,Mali,GID_1,NAME_1,2021,3,28,Mali,Tombouctou,Hamzakoma,communications,antenna,Other,looting,looting,"Non-violent activity: On 28 March 2021, JNIM militants captured three armed bandits in Hamzakoma (Gourma-Rharous, Tombouctou). The bandits had earlier stolen batteries from a telecom antenna in Madiakoye, which JNIM recovered and returned to Madiakoye.",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Unidentified Armed Group (Mali),,Political Militias,16.7201,-2.4436,"16.7201,-2.4436",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
MLI,Mali,GID_1,NAME_1,2021,3,28,Mali,Tombouctou,Hamzakoma,communications,antenna,Other,looting,looting,"Non-violent activity: On 28 March 2021, JNIM militants captured three armed bandits in Hamzakoma (Gourma-Rharous, Tombouctou). The bandits had earlier stolen batteries from a telecom antenna in Madiakoye, which JNIM recovered and returned to Madiakoye.",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Unidentified Armed Group (Mali),,Political Militias,16.7201,-2.4436,"16.7201,-2.4436",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
MLI,Mali,GID_1,NAME_1,2022,4,25,Mali,Mopti,Ouo-Sarre,communications,antenna,Looting/property destruction,sabotage_removed,unknown,"Property destruction: On 25 April 2022, presumed JNIM militants sabotaged a telecommunications antenna by destroying solar panels in the village of Ouo-Sarre (Bandiagara, Mopti).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Mali),,Civilians,14.0914,-3.7893,"14.0914,-3.7893",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,610.0,1.0,3025.0,2431.950240113807
MLI,Mali,GID_1,NAME_1,2022,4,25,Mali,Mopti,Ouo-Sarre,communications,antenna,Looting/property destruction,sabotage_removed,unknown,"Property destruction: On 25 April 2022, presumed JNIM militants sabotaged a telecommunications antenna by destroying solar panels in the village of Ouo-Sarre (Bandiagara, Mopti).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Mali),,Civilians,14.0914,-3.7893,"14.0914,-3.7893",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,610.0,1.0,3025.0,5493.113434307681
MLI,Mali,GID_1,NAME_1,2022,4,25,Mali,Mopti,Ouo-Sarre,communications,antenna,Looting/property destruction,sabotage_removed,unknown,"Property destruction: On 25 April 2022, presumed JNIM militants sabotaged a telecommunications antenna by destroying solar panels in the village of Ouo-Sarre (Bandiagara, Mopti).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Mali),,Civilians,14.0914,-3.7893,"14.0914,-3.7893",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,610.0,1.0,3025.0,5493.113434307681
MLI,Mali,GID_1,NAME_1,2022,7,25,Mali,Gao,Gargouna,communications,installation,Looting/property destruction,ransacking,looting,"Looting: On 25 July 2022, an unidentified armed group vandalized a telecommunications installation and seized batteries and solar panels in the village of Gargouna (Gao, Gao).",0,Unidentified Armed Group (Mali),,Political Militias,Civilians (Mali),,Civilians,15.9301,0.2151,"15.9301,0.2151",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
MLI,Mali,GID_1,NAME_1,2022,7,25,Mali,Gao,Gargouna,communications,installation,Looting/property destruction,ransacking,looting,"Looting: On 25 July 2022, an unidentified armed group vandalized a telecommunications installation and seized batteries and solar panels in the village of Gargouna (Gao, Gao).",0,Unidentified Armed Group (Mali),,Political Militias,Civilians (Mali),,Civilians,15.9301,0.2151,"15.9301,0.2151",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
MLI,Mali,GID_1,NAME_1,2022,7,25,Mali,Gao,Gargouna,communications,installation,Looting/property destruction,ransacking,looting,"Looting: On 25 July 2022, an unidentified armed group vandalized a telecommunications installation and seized batteries and solar panels in the village of Gargouna (Gao, Gao).",0,Unidentified Armed Group (Mali),,Political Militias,Civilians (Mali),,Civilians,15.9301,0.2151,"15.9301,0.2151",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
MLI,Mali,GID_1,NAME_1,2020,4,25,Mali,Gao,Gargouna,communications,antenna,Looting/property destruction,destruction,destroyed,"Property destruction: On 25 April 2020, presumed ISGS militants destroyed a telecommunications antenna in Gargouna (Gabero, Gao).",0,Islamic State (West Africa) - Greater Sahara Faction,,Rebel Groups,Civilians (Mali),,Civilians,15.9301,0.2151,"15.9301,0.2151",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
MLI,Mali,GID_1,NAME_1,2020,4,25,Mali,Gao,Gargouna,communications,antenna,Looting/property destruction,destruction,destroyed,"Property destruction: On 25 April 2020, presumed ISGS militants destroyed a telecommunications antenna in Gargouna (Gabero, Gao).",0,Islamic State (West Africa) - Greater Sahara Faction,,Rebel Groups,Civilians (Mali),,Civilians,15.9301,0.2151,"15.9301,0.2151",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
MLI,Mali,GID_1,NAME_1,2020,4,25,Mali,Gao,Gargouna,communications,antenna,Looting/property destruction,destruction,destroyed,"Property destruction: On 25 April 2020, presumed ISGS militants destroyed a telecommunications antenna in Gargouna (Gabero, Gao).",0,Islamic State (West Africa) - Greater Sahara Faction,,Rebel Groups,Civilians (Mali),,Civilians,15.9301,0.2151,"15.9301,0.2151",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
MLI,Mali,GID_1,NAME_1,2022,1,19,Mali,Gao,Chabaria,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: On 19 January 2022, presumed JNIM militants sabotaged a telecommunications installation in the village of Chabaria (Bourem, Gao).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Mali),,Civilians,16.92,-0.6354,"16.92,-0.6354",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
MLI,Mali,GID_1,NAME_1,2022,1,19,Mali,Gao,Chabaria,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: On 19 January 2022, presumed JNIM militants sabotaged a telecommunications installation in the village of Chabaria (Bourem, Gao).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Mali),,Civilians,16.92,-0.6354,"16.92,-0.6354",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
MLI,Mali,GID_1,NAME_1,2022,1,19,Mali,Gao,Chabaria,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: On 19 January 2022, presumed JNIM militants sabotaged a telecommunications installation in the village of Chabaria (Bourem, Gao).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Mali),,Civilians,16.92,-0.6354,"16.92,-0.6354",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
MLI,Mali,GID_1,NAME_1,2021,10,15,Mali,Tombouctou,Mbouna,communications,antenna,Looting/property destruction,destruction,destroyed,"Property destruction: On 15 October 2021, JNIM militants destroyed a telecommunications antenna in the village of Mbouna (Goundam, Tombouctou).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Mali),,Civilians,16.6877,-3.9728,"16.6877,-3.9728",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
MLI,Mali,GID_1,NAME_1,2021,10,15,Mali,Tombouctou,Mbouna,communications,antenna,Looting/property destruction,destruction,destroyed,"Property destruction: On 15 October 2021, JNIM militants destroyed a telecommunications antenna in the village of Mbouna (Goundam, Tombouctou).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Mali),,Civilians,16.6877,-3.9728,"16.6877,-3.9728",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
MLI,Mali,GID_1,NAME_1,2021,10,15,Mali,Tombouctou,Mbouna,communications,antenna,Looting/property destruction,destruction,destroyed,"Property destruction: On 15 October 2021, JNIM militants destroyed a telecommunications antenna in the village of Mbouna (Goundam, Tombouctou).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Mali),,Civilians,16.6877,-3.9728,"16.6877,-3.9728",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
MLI,Mali,GID_1,NAME_1,2022,1,21,Mali,Mopti,Bondo,communications,antenna,Remote explosive/landmine/IED,ied,destroyed,"On 21 January 2022, presumed JNIM militants detonated a telecommunications antenna in the village of Bondo (Koro, Mopti).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,,,,14.1333,-3.0063,"14.1333,-3.0063",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
MLI,Mali,GID_1,NAME_1,2022,1,21,Mali,Mopti,Bondo,communications,antenna,Remote explosive/landmine/IED,ied,destroyed,"On 21 January 2022, presumed JNIM militants detonated a telecommunications antenna in the village of Bondo (Koro, Mopti).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,,,,14.1333,-3.0063,"14.1333,-3.0063",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
MLI,Mali,GID_1,NAME_1,2022,1,21,Mali,Mopti,Bondo,communications,antenna,Remote explosive/landmine/IED,ied,destroyed,"On 21 January 2022, presumed JNIM militants detonated a telecommunications antenna in the village of Bondo (Koro, Mopti).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,,,,14.1333,-3.0063,"14.1333,-3.0063",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
MLI,Mali,GID_1,NAME_1,2017,8,22,Mali,Tombouctou,Tonka,communications,installation,Armed clash,sabotage,unknown,"Gendarmerie post in Tonka (Goundam) attacked by gunmen on motorbike/s around 2h this morning, telecomms sabotaged, casualties unknown",0,Unidentified Armed Group (Mali),,Political Militias,Police Forces of Mali (2013-2020) Gendarmerie,,State Forces,16.1289,-3.7478,"16.1289,-3.7478",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
MLI,Mali,GID_1,NAME_1,2017,8,22,Mali,Tombouctou,Tonka,communications,installation,Armed clash,sabotage,unknown,"Gendarmerie post in Tonka (Goundam) attacked by gunmen on motorbike/s around 2h this morning, telecomms sabotaged, casualties unknown",0,Unidentified Armed Group (Mali),,Political Militias,Police Forces of Mali (2013-2020) Gendarmerie,,State Forces,16.1289,-3.7478,"16.1289,-3.7478",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
MLI,Mali,GID_1,NAME_1,2017,8,22,Mali,Tombouctou,Tonka,communications,installation,Armed clash,sabotage,unknown,"Gendarmerie post in Tonka (Goundam) attacked by gunmen on motorbike/s around 2h this morning, telecomms sabotaged, casualties unknown",0,Unidentified Armed Group (Mali),,Political Militias,Police Forces of Mali (2013-2020) Gendarmerie,,State Forces,16.1289,-3.7478,"16.1289,-3.7478",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
MLI,Mali,GID_1,NAME_1,2021,3,16,Mali,Mopti,Dounapen,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: Around 16 March 2021 (as reported), presumed Katiba Macina (JNIM) militants sabotaged a telecommunications antenna in the village of Dounapen (Koro, Mopti).",0,Katiba Macina,JNIM: Group for Support of Islam and Muslims,Rebel Groups,Civilians (Mali),,Civilians,14.3467,-2.8059,"14.3467,-2.8059",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
MLI,Mali,GID_1,NAME_1,2021,3,16,Mali,Mopti,Dounapen,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: Around 16 March 2021 (as reported), presumed Katiba Macina (JNIM) militants sabotaged a telecommunications antenna in the village of Dounapen (Koro, Mopti).",0,Katiba Macina,JNIM: Group for Support of Islam and Muslims,Rebel Groups,Civilians (Mali),,Civilians,14.3467,-2.8059,"14.3467,-2.8059",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
MLI,Mali,GID_1,NAME_1,2021,3,16,Mali,Mopti,Dounapen,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: Around 16 March 2021 (as reported), presumed Katiba Macina (JNIM) militants sabotaged a telecommunications antenna in the village of Dounapen (Koro, Mopti).",0,Katiba Macina,JNIM: Group for Support of Islam and Muslims,Rebel Groups,Civilians (Mali),,Civilians,14.3467,-2.8059,"14.3467,-2.8059",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
MLI,Mali,GID_1,NAME_1,2021,7,10,Mali,Mopti,Tori,communications,antenna,Looting/property destruction,ransacking,unknown,"Property destruction: On 10 July 2021, presumed Katiba Macina (JNIM) militants vandalized a telecommunications antenna in the village of Tori (Bankass, Mopti).",0,Katiba Macina,JNIM: Group for Support of Islam and Muslims,Rebel Groups,Civilians (Mali),,Civilians,13.6185,-3.709,"13.6185,-3.709",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
MLI,Mali,GID_1,NAME_1,2021,7,10,Mali,Mopti,Tori,communications,antenna,Looting/property destruction,ransacking,unknown,"Property destruction: On 10 July 2021, presumed Katiba Macina (JNIM) militants vandalized a telecommunications antenna in the village of Tori (Bankass, Mopti).",0,Katiba Macina,JNIM: Group for Support of Islam and Muslims,Rebel Groups,Civilians (Mali),,Civilians,13.6185,-3.709,"13.6185,-3.709",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
MLI,Mali,GID_1,NAME_1,2021,7,10,Mali,Mopti,Tori,communications,antenna,Looting/property destruction,ransacking,unknown,"Property destruction: On 10 July 2021, presumed Katiba Macina (JNIM) militants vandalized a telecommunications antenna in the village of Tori (Bankass, Mopti).",0,Katiba Macina,JNIM: Group for Support of Islam and Muslims,Rebel Groups,Civilians (Mali),,Civilians,13.6185,-3.709,"13.6185,-3.709",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
MLI,Mali,GID_1,NAME_1,2022,8,16,Mali,Tombouctou,Gourma-Rharous,communications,installation,Looting/property destruction,destruction,destroyed,"Property destruction: On 16 August 2022, presumed JNIM militants destroyed a telecommunications installation near the town of Gourma-Rharous (Gourma-Rharous, Tombouctou).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Mali),,Civilians,16.8778,-1.9231,"16.8778,-1.9231",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
MLI,Mali,GID_1,NAME_1,2022,8,16,Mali,Tombouctou,Gourma-Rharous,communications,installation,Looting/property destruction,destruction,destroyed,"Property destruction: On 16 August 2022, presumed JNIM militants destroyed a telecommunications installation near the town of Gourma-Rharous (Gourma-Rharous, Tombouctou).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Mali),,Civilians,16.8778,-1.9231,"16.8778,-1.9231",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
MLI,Mali,GID_1,NAME_1,2022,8,16,Mali,Tombouctou,Gourma-Rharous,communications,installation,Looting/property destruction,destruction,destroyed,"Property destruction: On 16 August 2022, presumed JNIM militants destroyed a telecommunications installation near the town of Gourma-Rharous (Gourma-Rharous, Tombouctou).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Mali),,Civilians,16.8778,-1.9231,"16.8778,-1.9231",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
MLI,Mali,GID_1,NAME_1,2022,1,15,Mali,Segou,Mandiakuy,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: On 15 January 2022, presumed JNIM militants sabotaged a telecommunications antenna in the town of Mandiakuy (Tominian, Segou).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Mali),,Civilians,13.0179,-4.466,"13.0179,-4.466",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
MLI,Mali,GID_1,NAME_1,2022,1,15,Mali,Segou,Mandiakuy,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: On 15 January 2022, presumed JNIM militants sabotaged a telecommunications antenna in the town of Mandiakuy (Tominian, Segou).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Mali),,Civilians,13.0179,-4.466,"13.0179,-4.466",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
MLI,Mali,GID_1,NAME_1,2022,1,15,Mali,Segou,Mandiakuy,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: On 15 January 2022, presumed JNIM militants sabotaged a telecommunications antenna in the town of Mandiakuy (Tominian, Segou).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Mali),,Civilians,13.0179,-4.466,"13.0179,-4.466",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
MLI,Mali,GID_1,NAME_1,2022,7,25,Mali,Gao,Tacharane,communications,installation,Looting/property destruction,looting,looting,"Looting: On 25 July 2022, an unidentified armed group vandalized a telecommunications installation and seized batteries and solar panels in the village of Tacharane (Gao, Gao).",0,Unidentified Armed Group (Mali),,Political Militias,Civilians (Mali),,Civilians,16.1515,0.0708,"16.1515,0.0708",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
MLI,Mali,GID_1,NAME_1,2022,7,25,Mali,Gao,Tacharane,communications,installation,Looting/property destruction,looting,looting,"Looting: On 25 July 2022, an unidentified armed group vandalized a telecommunications installation and seized batteries and solar panels in the village of Tacharane (Gao, Gao).",0,Unidentified Armed Group (Mali),,Political Militias,Civilians (Mali),,Civilians,16.1515,0.0708,"16.1515,0.0708",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
MLI,Mali,GID_1,NAME_1,2022,7,25,Mali,Gao,Tacharane,communications,installation,Looting/property destruction,looting,looting,"Looting: On 25 July 2022, an unidentified armed group vandalized a telecommunications installation and seized batteries and solar panels in the village of Tacharane (Gao, Gao).",0,Unidentified Armed Group (Mali),,Political Militias,Civilians (Mali),,Civilians,16.1515,0.0708,"16.1515,0.0708",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
MLI,Mali,GID_1,NAME_1,2022,7,25,Mali,Gao,Tacharane,communications,installation,Looting/property destruction,looting,looting,"Looting: On 25 July 2022, an unidentified armed group vandalized a telecommunications installation and seized batteries and solar panels in the village of Tacharane (Gao, Gao).",0,Unidentified Armed Group (Mali),,Political Militias,Civilians (Mali),,Civilians,16.1515,0.0708,"16.1515,0.0708",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
MLI,Mali,GID_1,NAME_1,2022,7,25,Mali,Gao,Tacharane,communications,installation,Looting/property destruction,looting,looting,"Looting: On 25 July 2022, an unidentified armed group vandalized a telecommunications installation and seized batteries and solar panels in the village of Tacharane (Gao, Gao).",0,Unidentified Armed Group (Mali),,Political Militias,Civilians (Mali),,Civilians,16.1515,0.0708,"16.1515,0.0708",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
MLI,Mali,GID_1,NAME_1,2022,7,25,Mali,Gao,Tacharane,communications,installation,Looting/property destruction,looting,looting,"Looting: On 25 July 2022, an unidentified armed group vandalized a telecommunications installation and seized batteries and solar panels in the village of Tacharane (Gao, Gao).",0,Unidentified Armed Group (Mali),,Political Militias,Civilians (Mali),,Civilians,16.1515,0.0708,"16.1515,0.0708",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
MLI,Mali,GID_1,NAME_1,2022,5,2,Mali,Segou,Yasso,communications,telecommunications station,Looting/property destruction,destruction,destroyed,"Property destruction: On 2 May 2022, presumed JNIM militants destroyed a telecommunications station in the village of Yasso (Tominian, Segou).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Mali),,Civilians,13.1361,-4.6745,"13.1361,-4.6745",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
MLI,Mali,GID_1,NAME_1,2022,5,2,Mali,Segou,Yasso,communications,telecommunications station,Looting/property destruction,destruction,destroyed,"Property destruction: On 2 May 2022, presumed JNIM militants destroyed a telecommunications station in the village of Yasso (Tominian, Segou).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Mali),,Civilians,13.1361,-4.6745,"13.1361,-4.6745",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
MLI,Mali,GID_1,NAME_1,2022,5,2,Mali,Segou,Yasso,communications,telecommunications station,Looting/property destruction,destruction,destroyed,"Property destruction: On 2 May 2022, presumed JNIM militants destroyed a telecommunications station in the village of Yasso (Tominian, Segou).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Mali),,Civilians,13.1361,-4.6745,"13.1361,-4.6745",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
MLI,Mali,GID_1,NAME_1,2022,3,3,Mali,Tombouctou,Banikane,communications,antenna,Looting/property destruction,looting,looting,"Looting: On 3 March 2022, presumed JNIM militants looted solar panels and batteries from a telecommunications antenna in the village of Bonhawa, near Banikane (Gourma-Rharous, Tombouctou).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Mali),,Civilians,16.9494,-1.7481,"16.9494,-1.7481",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
MLI,Mali,GID_1,NAME_1,2022,3,3,Mali,Tombouctou,Banikane,communications,antenna,Looting/property destruction,looting,looting,"Looting: On 3 March 2022, presumed JNIM militants looted solar panels and batteries from a telecommunications antenna in the village of Bonhawa, near Banikane (Gourma-Rharous, Tombouctou).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Mali),,Civilians,16.9494,-1.7481,"16.9494,-1.7481",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
MLI,Mali,GID_1,NAME_1,2022,3,3,Mali,Tombouctou,Banikane,communications,antenna,Looting/property destruction,looting,looting,"Looting: On 3 March 2022, presumed JNIM militants looted solar panels and batteries from a telecommunications antenna in the village of Bonhawa, near Banikane (Gourma-Rharous, Tombouctou).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Mali),,Civilians,16.9494,-1.7481,"16.9494,-1.7481",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
MLI,Mali,GID_1,NAME_1,2022,1,18,Mali,Mopti,Karakindje,communications,antenna,Remote explosive/landmine/IED,ied,destroyed,"On 18 January 2022, presumed JNIM militants detonated a telecommunications antenna in the village of Karakindje (Koro, Mopti).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,,,,14.4111,-2.9051,"14.4111,-2.9051",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
MLI,Mali,GID_1,NAME_1,2022,1,18,Mali,Mopti,Karakindje,communications,antenna,Remote explosive/landmine/IED,ied,destroyed,"On 18 January 2022, presumed JNIM militants detonated a telecommunications antenna in the village of Karakindje (Koro, Mopti).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,,,,14.4111,-2.9051,"14.4111,-2.9051",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
