radio,mcc,net,area,cell,unit,lon,lat,GID_0
UMTS,614,2,320,6696328,0,2.072885,13.52211,NER
UMTS,614,2,8000,451,0,2.1389007568359,13.538589477539,NER
UMTS,614,2,8020,352,0,2.1265411376953,13.513870239258,NER
UMTS,614,2,320,6695523,0,2.1141815185547,13.511123657227,NER
GSM,614,2,8000,15011,0,2.104946,13.510945,NER
UMTS,614,2,320,6695516,0,2.1334075927734,13.49739074707,NER
UMTS,614,2,320,6695404,0,2.160873,13.508377,NER
UMTS,614,4,20112,159901,0,9.0012359619141,13.784408569336,NER
UMTS,614,4,20112,159859,0,8.9875030517578,13.840713500977,NER
UMTS,614,4,20112,290872,0,8.9861297607422,13.840713500977,NER
UMTS,614,2,13825,6694907,0,2.0688629150391,13.523483276367,NER
UMTS,614,4,20112,159884,0,8.9723968505859,13.820114135742,NER
UMTS,614,2,13825,6696328,0,2.0688629150391,13.523483276367,NER
UMTS,614,4,112,134210,0,7.9891204833984,16.975936889648,NER
UMTS,614,4,30112,167879,0,7.1253204345703,13.494644165039,NER
UMTS,614,2,16385,6696328,0,2.0688629150391,13.523483276367,NER
UMTS,614,4,20112,159089,0,8.9861297607422,13.843460083008,NER
UMTS,614,4,30112,167519,0,7.1184539794922,13.508377075195,NER
UMTS,614,2,13825,6694708,0,2.0977020263672,13.516616821289,NER
UMTS,614,2,13825,6695333,0,2.1045684814453,13.51936340332,NER
UMTS,614,4,30112,298833,0,7.10733,13.528702,NER
UMTS,614,4,20112,159079,0,8.9847564697266,13.813247680664,NER
UMTS,614,2,13825,6694904,0,2.0688629150391,13.523483276367,NER
UMTS,614,4,30112,167579,0,7.1129608154297,13.482284545898,NER
UMTS,614,4,50112,87549,0,2.1389007568359,13.538589477539,NER
UMTS,614,4,50112,86046,0,2.1485137939453,13.522109985352,NER
UMTS,614,4,50112,88448,0,2.0990753173828,13.479537963867,NER
UMTS,614,4,50112,115565,0,2.1773529052734,13.474044799805,NER
UMTS,614,4,50112,85947,0,2.17392,13.480225,NER
UMTS,614,4,50112,50233,0,2.1045684814453,13.512496948242,NER
UMTS,614,4,50112,85548,0,2.110062,13.501511,NER
UMTS,614,4,50112,50023,0,2.1732330322266,13.474044799805,NER
UMTS,614,4,40112,138283,0,5.265198,14.898834,NER
UMTS,614,4,40112,188219,0,5.286484,14.884807,NER
UMTS,614,4,40112,188089,0,5.2535247802734,14.885787963867,NER
UMTS,614,4,40112,188501,0,5.282089,14.886749,NER
UMTS,614,4,50112,86049,0,2.1471405029297,13.520736694336,NER
UMTS,614,4,50112,87949,0,2.0908355712891,13.490524291992,NER
UMTS,614,4,50112,87550,0,2.1457672119141,13.527603149414,NER
UMTS,614,4,50112,89650,0,2.097327,13.493021,NER
UMTS,614,4,50112,85850,0,2.1347808837891,13.49739074707,NER
UMTS,614,4,50112,88450,0,2.10704,13.467178,NER
UMTS,614,4,50111,121549,0,2.1086883544922,13.513870239258,NER
UMTS,614,4,50112,115564,0,2.1800994873047,13.474044799805,NER
UMTS,614,4,50112,50126,0,2.1361541748047,13.523483276367,NER
UMTS,614,4,40112,138383,0,5.2645111083984,14.892654418945,NER
UMTS,614,4,50112,115554,0,2.2295379638672,13.44108581543,NER
UMTS,614,4,50112,115573,0,2.1471405029297,13.490524291992,NER
UMTS,614,4,50112,89146,0,2.105255,13.510609,NER
UMTS,614,4,50112,86050,0,2.1512603759766,13.511123657227,NER
UMTS,614,4,50112,85950,0,2.1622467041016,13.482284545898,NER
UMTS,614,4,50111,115715,0,2.1279144287109,13.522109985352,NER
UMTS,614,4,50112,115633,0,2.143021,13.514557,NER
UMTS,614,4,50112,115635,0,2.136383,13.51387,NER
UMTS,614,4,50112,115843,0,2.1114349365234,13.523483276367,NER
UMTS,614,4,50112,115693,0,2.1279144287109,13.515243530273,NER
UMTS,614,4,50112,115951,0,2.1553802490234,13.500137329102,NER
UMTS,614,4,50112,115874,0,2.102999,13.519265,NER
UMTS,614,4,50112,115624,0,2.1292877197266,13.501510620117,NER
UMTS,614,4,50112,116146,0,2.1471405029297,13.487777709961,NER
UMTS,614,2,305,6630279,0,8.993761,13.786861,NER
UMTS,614,2,305,6630867,0,7.0937347412109,13.500137329102,NER
UMTS,614,2,310,6694745,0,2.093221,13.53207,NER
UMTS,614,2,305,6630607,0,8.9710235595703,13.809127807617,NER
UMTS,614,2,305,6630049,0,7.099915,13.539276,NER
UMTS,614,2,305,6630517,0,5.2947235107422,14.85969543457,NER
UMTS,614,2,305,6630518,0,5.2700042724609,14.883041381836,NER
UMTS,614,2,310,6694695,0,2.101547,13.530487,NER
UMTS,614,2,305,6630498,0,5.2933502197266,14.851455688477,NER
UMTS,614,2,305,6630757,0,5.5117034912109,13.956069946289,NER
UMTS,614,2,310,6694743,0,2.0963287353516,13.531723022461,NER
UMTS,614,2,310,6694724,0,2.081223,13.53138,NER
UMTS,614,2,305,6630548,0,8.9792633056641,13.796768188477,NER
UMTS,614,2,305,6630527,0,5.268631,14.893478,NER
UMTS,614,2,310,6694693,0,2.1169281005859,13.539962768555,NER
UMTS,614,2,310,6694715,0,2.1443939208984,13.491897583008,NER
UMTS,614,2,310,6694827,0,2.1100616455078,13.508377075195,NER
UMTS,614,2,305,6630097,0,7.109528,13.489838,NER
UMTS,614,2,310,6694985,0,2.081913,13.555615,NER
UMTS,614,2,310,6694936,0,2.093201,13.524709,NER
UMTS,614,2,310,6694854,0,2.110282,13.533068,NER
UMTS,614,2,310,6694874,0,2.085726,13.533493,NER
UMTS,614,2,310,6695013,0,2.1018218994141,13.524856567383,NER
UMTS,614,2,310,6695038,0,2.0674896240234,13.545455932617,NER
UMTS,614,2,310,6694977,0,2.101331,13.54732,NER
UMTS,614,2,310,6695064,0,2.1540069580078,13.487777709961,NER
UMTS,614,2,310,6695018,0,2.1004486083984,13.523483276367,NER
UMTS,614,2,310,6694918,0,2.1402740478516,13.531723022461,NER
UMTS,614,2,310,6695335,0,2.101135,13.524857,NER
UMTS,614,2,310,6695214,0,2.1292877197266,13.526229858398,NER
UMTS,614,2,310,6695255,0,2.1169281005859,13.533096313477,NER
UMTS,614,2,310,6695436,0,2.1114349365234,13.55094909668,NER
UMTS,614,2,310,6695505,0,2.1224212646484,13.530349731445,NER
UMTS,614,2,310,6695223,0,2.100449,13.520737,NER
UMTS,614,2,310,6695303,0,2.1045684814453,13.52897644043,NER
UMTS,614,2,310,6695307,0,2.101849,13.521258,NER
UMTS,614,2,310,6695294,0,2.070694,13.547287,NER
UMTS,614,2,310,6695508,0,2.1210479736328,13.531723022461,NER
UMTS,614,2,310,6695327,0,2.0949554443359,13.548202514648,NER
UMTS,614,2,310,6695515,0,2.1128082275391,13.501510620117,NER
UMTS,614,2,310,6695493,0,2.1430206298828,13.512496948242,NER
UMTS,614,2,310,6695445,0,2.1416473388672,13.538589477539,NER
UMTS,614,2,310,6695215,0,2.1306610107422,13.531723022461,NER
UMTS,614,2,310,6695213,0,2.1334075927734,13.52897644043,NER
UMTS,614,2,310,6695326,0,2.10886,13.552494,NER
UMTS,614,2,310,6695435,0,2.0990753173828,13.55094909668,NER
UMTS,614,2,310,6695333,0,2.1059417724609,13.520736694336,NER
UMTS,614,2,310,6695334,0,2.103754,13.518733,NER
UMTS,614,2,310,6695744,0,0.75736999511719,14.001388549805,NER
UMTS,614,2,310,6695216,0,2.1334075927734,13.524856567383,NER
UMTS,614,2,310,6695296,0,2.068546,13.548203,NER
UMTS,614,2,315,6761461,0,7.391739,18.740158,NER
UMTS,614,2,320,6694828,0,2.1045684814453,13.516616821289,NER
UMTS,614,2,315,6761900,0,7.378087,18.731407,NER
UMTS,614,2,310,6696484,0,2.1430206298828,13.54133605957,NER
UMTS,614,2,310,6696325,0,2.060623,13.523483,NER
UMTS,614,2,315,6761890,0,7.3986053466797,18.73649597168,NER
UMTS,614,2,310,6696454,0,3.381043,13.000259,NER
UMTS,614,2,320,6694826,0,2.1114349365234,13.512496948242,NER
UMTS,614,2,310,6695755,0,0.74363708496094,13.997268676758,NER
UMTS,614,2,320,6694734,0,2.114456,13.505081,NER
UMTS,614,2,310,6696313,0,7.9904937744141,16.974563598633,NER
UMTS,614,2,320,6694816,0,2.1237945556641,13.538589477539,NER
UMTS,614,2,320,6694757,0,2.142334,13.52005,NER
UMTS,614,2,320,6694798,0,2.121134,13.513508,NER
UMTS,614,2,320,6694803,0,2.1471405029297,13.491897583008,NER
UMTS,614,2,320,6694804,0,2.1306610107422,13.500137329102,NER
UMTS,614,2,320,6695248,0,2.1128082275391,13.501510620117,NER
UMTS,614,2,320,6695153,0,2.147827,13.463058,NER
UMTS,614,2,320,6695157,0,2.1457672119141,13.46305847168,NER
UMTS,614,2,320,6694918,0,2.1347808837891,13.524856567383,NER
UMTS,614,2,320,6694925,0,2.1100616455078,13.523483276367,NER
UMTS,614,2,320,6695195,0,2.170486,13.529892,NER
UMTS,614,2,320,6695156,0,2.1498870849609,13.457565307617,NER
UMTS,614,2,320,6695216,0,2.1389007568359,13.52897644043,NER
UMTS,614,2,320,6694964,0,2.1183013916016,13.509750366211,NER
UMTS,614,2,320,6694928,0,2.1100616455078,13.523483276367,NER
UMTS,614,2,320,6695243,0,2.121048,13.499794,NER
UMTS,614,2,320,6694948,0,2.1292877197266,13.493270874023,NER
UMTS,614,2,320,6695073,0,2.186966,13.456879,NER
UMTS,614,2,320,6694946,0,2.1334075927734,13.490524291992,NER
UMTS,614,2,320,6695147,0,2.178268,13.470612,NER
UMTS,614,2,320,6695064,0,2.1553802490234,13.487777709961,NER
UMTS,614,2,320,6695143,0,2.1883392333984,13.482284545898,NER
UMTS,614,2,320,6695083,0,2.1169281005859,13.513870239258,NER
UMTS,614,2,750,1613,0,3.1290435791016,13.05793762207,NER
UMTS,614,2,320,6695344,0,2.1540069580078,13.491897583008,NER
UMTS,614,2,320,6695475,0,2.1169281005859,13.520736694336,NER
UMTS,614,2,320,6695406,0,2.173233,13.487778,NER
UMTS,614,2,320,6695456,0,2.147827,13.52623,NER
UMTS,614,2,8000,184,0,2.1389007568359,13.538589477539,NER
UMTS,614,2,320,6695518,0,2.111435,13.50499,NER
UMTS,614,2,8000,2243,0,2.0812225341797,13.531723022461,NER
UMTS,614,2,320,6695474,0,2.1183013916016,13.515243530273,NER
UMTS,614,2,320,6695517,0,2.1169281005859,13.491897583008,NER
UMTS,614,2,320,6695407,0,2.144394,13.505631,NER
UMTS,614,2,8020,15181,0,2.0990753173828,13.490524291992,NER
UMTS,614,2,8000,10383,0,2.1389007568359,13.538589477539,NER
UMTS,614,2,320,6695288,0,2.097359,13.499794,NER
UMTS,614,2,16385,6696875,0,2.0688629150391,13.523483276367,NER
UMTS,614,4,30112,167629,0,7.1170806884766,13.509750366211,NER
UMTS,614,2,13825,6695234,0,2.0716094970703,13.524856567383,NER
UMTS,614,4,30112,298162,0,7.1074676513672,13.491897583008,NER
UMTS,614,4,20112,290151,0,8.9806365966797,13.820114135742,NER
UMTS,614,2,13825,6694857,0,2.1086883544922,13.526229858398,NER
UMTS,614,4,20112,288656,0,8.9833831787109,13.832473754883,NER
UMTS,614,4,20112,290931,0,8.9833831787109,13.832473754883,NER
UMTS,614,4,20112,159809,0,8.9792633056641,13.828353881836,NER
UMTS,614,4,20112,290954,0,8.9833831787109,13.831100463867,NER
UMTS,614,4,20112,288654,0,8.9847564697266,13.835220336914,NER
UMTS,614,4,30112,169082,0,7.1157073974609,13.491897583008,NER
UMTS,614,4,30112,298153,0,7.112274,13.485718,NER
UMTS,614,4,20112,159882,0,8.9861297607422,13.840713500977,NER
UMTS,614,4,20112,290803,0,8.9847564697266,13.835220336914,NER
UMTS,614,2,16385,6694825,0,2.1086883544922,13.513870239258,NER
UMTS,614,4,30112,167729,0,7.1129608154297,13.482284545898,NER
UMTS,614,4,20112,290791,0,8.9902496337891,13.824234008789,NER
UMTS,614,4,50112,85551,0,2.1183013916016,13.501510620117,NER
UMTS,614,4,50112,87548,0,2.1320343017578,13.52897644043,NER
UMTS,614,4,50112,89547,0,2.1471405029297,13.487777709961,NER
UMTS,614,4,50111,117448,0,2.1018218994141,13.515243530273,NER
UMTS,614,4,50112,87946,0,2.09273,13.490714,NER
UMTS,614,4,50112,88350,0,2.108414,13.471298,NER
UMTS,614,4,50112,87951,0,2.088089,13.488602,NER
UMTS,614,4,50112,115584,0,2.1498870849609,13.505630493164,NER
UMTS,614,4,50112,85847,0,2.137527,13.496017,NER
UMTS,614,4,50112,86051,0,2.1457672119141,13.512496948242,NER
UMTS,614,4,50112,85848,0,2.1320343017578,13.500137329102,NER
UMTS,614,4,40112,136382,0,5.28717,14.883728,NER
UMTS,614,4,40112,178190,0,5.2521514892578,13.802261352539,NER
UMTS,614,4,50112,116025,0,2.0784759521484,13.535842895508,NER
UMTS,614,4,50112,115645,0,2.1443939208984,13.517990112305,NER
UMTS,614,4,50112,115754,0,2.089737,13.49025,NER
UMTS,614,4,50112,115813,0,2.1292877197266,13.533096313477,NER
UMTS,614,4,50112,115814,0,2.1279144287109,13.530349731445,NER
UMTS,614,4,50112,115613,0,2.1361541748047,13.49739074707,NER
UMTS,614,4,50112,115703,0,2.134781,13.518677,NER
UMTS,614,4,50112,115865,0,2.1155548095703,13.52897644043,NER
UMTS,614,4,50112,116148,0,2.138214,13.493958,NER
UMTS,614,2,305,6630039,0,7.0937347412109,13.501510620117,NER
UMTS,614,2,310,6694773,0,2.1237945556641,13.535842895508,NER
UMTS,614,2,305,6630507,0,5.267944,14.901581,NER
UMTS,614,2,305,6630658,0,5.2672576904297,14.884414672852,NER
UMTS,614,2,305,6630499,0,5.285797,14.885788,NER
UMTS,614,2,310,6694776,0,2.126884,13.535843,NER
UMTS,614,2,310,6694815,0,2.1265411376953,13.51936340332,NER
UMTS,614,2,310,6694726,0,2.0812225341797,13.531723022461,NER
UMTS,614,2,305,6630508,0,5.267944,14.898491,NER
UMTS,614,2,305,6630067,0,7.120514,13.490524,NER
UMTS,614,2,305,6630618,0,8.9723968505859,13.81462097168,NER
UMTS,614,2,305,6630467,0,5.2507781982422,13.80500793457,NER
UMTS,614,2,305,6630019,0,7.082067,13.54477,NER
UMTS,614,2,310,6694775,0,2.116241,13.529663,NER
UMTS,614,2,305,6630277,0,9.0053558349609,13.79264831543,NER
UMTS,614,2,305,6630107,0,7.106094,13.511124,NER
UMTS,614,2,305,6630758,0,5.5144500732422,13.953323364258,NER
UMTS,614,2,310,6694828,0,2.1059417724609,13.515243530273,NER
UMTS,614,2,310,6694725,0,2.072571,13.538947,NER
UMTS,614,2,310,6694856,0,2.1100616455078,13.534469604492,NER
UMTS,614,2,310,6694983,0,2.086671,13.552489,NER
UMTS,614,2,310,6695023,0,2.1251678466797,13.571548461914,NER
UMTS,614,2,310,6694988,0,2.084088,13.554864,NER
UMTS,614,2,310,6695025,0,2.110974,13.578637,NER
UMTS,614,2,310,6695035,0,2.0468902587891,13.561935424805,NER
UMTS,614,2,310,6694876,0,2.093582,13.536039,NER
UMTS,614,2,310,6695016,0,2.1031951904297,13.524856567383,NER
UMTS,614,2,310,6695037,0,2.066116,13.544716,NER
UMTS,614,2,310,6695115,0,2.0894622802734,13.566055297852,NER
UMTS,614,2,310,6694978,0,2.110568,13.55796,NER
UMTS,614,2,310,6695186,0,2.079849,13.530808,NER
UMTS,614,2,310,6695125,0,2.079849,13.529351,NER
UMTS,614,2,310,6695163,0,2.072023,13.540296,NER
UMTS,614,2,310,6695168,0,2.026975,13.501792,NER
UMTS,614,2,310,6694933,0,2.100086,13.51082,NER
UMTS,614,2,310,6694915,0,2.1389007568359,13.538589477539,NER
UMTS,614,2,310,6695114,0,2.103653,13.564224,NER
UMTS,614,2,310,6694908,0,2.067453,13.536895,NER
UMTS,614,2,310,6695128,0,2.078888,13.52774,NER
UMTS,614,2,310,6694935,0,2.083969,13.529663,NER
UMTS,614,2,310,6695004,0,2.0056915283203,13.556442260742,NER
UMTS,614,2,310,6694844,0,2.1320343017578,13.534469604492,NER
UMTS,614,2,310,6695507,0,2.1210479736328,13.520736694336,NER
UMTS,614,2,310,6695274,0,2.099527,13.51853,NER
UMTS,614,2,310,6695414,0,2.09282,13.53292,NER
UMTS,614,2,310,6695395,0,2.094269,13.514557,NER
UMTS,614,2,310,6695363,0,2.0949554443359,13.534469604492,NER
UMTS,614,2,310,6695273,0,2.106527,13.51677,NER
UMTS,614,2,310,6695434,0,2.0908355712891,13.535842895508,NER
UMTS,614,2,310,6695394,0,2.1018218994141,13.498764038086,NER
UMTS,614,2,310,6695276,0,2.095084,13.526209,NER
UMTS,614,2,310,6695523,0,2.1114349365234,13.509750366211,NER
UMTS,614,2,310,6695353,0,2.117386,13.552322,NER
UMTS,614,2,310,6695306,0,2.1100616455078,13.523483276367,NER
UMTS,614,2,310,6695524,0,2.1059417724609,13.512496948242,NER
UMTS,614,2,310,6695304,0,2.106595,13.520941,NER
UMTS,614,2,310,6695288,0,2.0949554443359,13.493270874023,NER
UMTS,614,2,310,6695447,0,2.1402740478516,13.531723022461,NER
UMTS,614,2,320,6694703,0,2.107977,13.510638,NER
UMTS,614,2,310,6696504,0,4.0285491943359,13.608627319336,NER
UMTS,614,2,310,6696634,0,1.788322,13.08654,NER
UMTS,614,2,320,6694833,0,2.088089,13.49144,NER
UMTS,614,2,320,6694718,0,2.14003,13.496011,NER
UMTS,614,2,310,6696873,0,2.101822,13.499863,NER
UMTS,614,2,320,6694758,0,2.140274,13.517303,NER
UMTS,614,2,310,6696474,0,2.1361541748047,13.515243530273,NER
UMTS,614,2,320,6694805,0,2.1279144287109,13.50700378418,NER
UMTS,614,2,310,6695903,0,7.98912,16.977997,NER
UMTS,614,2,310,6696485,0,1.32337,13.229304,NER
UMTS,614,2,310,6695794,0,3.2100677490234,13.038711547852,NER
UMTS,614,2,320,6694683,0,2.1210479736328,13.520736694336,NER
UMTS,614,2,320,6695127,0,2.0812225341797,13.523483276367,NER
UMTS,614,2,320,6695103,0,2.1018218994141,13.496017456055,NER
UMTS,614,2,320,6695224,0,2.1128082275391,13.512496948242,NER
UMTS,614,2,320,6694866,0,2.1320343017578,13.508377075195,NER
UMTS,614,2,320,6694998,0,2.192498,13.476124,NER
UMTS,614,2,320,6695284,0,2.0977020263672,13.486404418945,NER
UMTS,614,2,320,6695066,0,2.167969,13.486659,NER
UMTS,614,2,320,6695065,0,2.1540069580078,13.489151000977,NER
UMTS,614,2,320,6695133,0,2.1141815185547,13.502883911133,NER
UMTS,614,2,320,6695138,0,2.109782,13.507379,NER
UMTS,614,2,320,6695088,0,2.1073150634766,13.527603149414,NER
UMTS,614,2,320,6695108,0,2.087975,13.507919,NER
UMTS,614,2,320,6695246,0,2.1183013916016,13.502883911133,NER
UMTS,614,2,320,6695146,0,2.1869659423828,13.479537963867,NER
UMTS,614,2,320,6694924,0,2.1073150634766,13.523483276367,NER
UMTS,614,2,320,6694965,0,2.1595001220703,13.490524291992,NER
UMTS,614,2,320,6695234,0,2.068863,13.52417,NER
UMTS,614,2,320,6695155,0,2.1375274658203,13.483657836914,NER
UMTS,614,2,320,6694885,0,2.179276,13.481186,NER
UMTS,614,2,320,6695514,0,2.1224212646484,13.494644165039,NER
UMTS,614,2,320,6696323,0,2.0935821533203,13.501510620117,NER
UMTS,614,2,320,6695396,0,2.104584,13.512244,NER
UMTS,614,2,320,6695455,0,2.1457672119141,13.527603149414,NER
UMTS,614,2,320,6695488,0,2.1251678466797,13.50700378418,NER
UMTS,614,2,8020,2163,0,2.1031951904297,13.513870239258,NER
UMTS,614,2,750,121,0,3.4476470947266,11.883773803711,NER
UMTS,614,2,320,6695484,0,2.1375274658203,13.496017456055,NER
UMTS,614,2,8005,2172,0,2.106628,13.566055,NER
UMTS,614,2,320,6695464,0,2.2006988525391,13.457565307617,NER
UMTS,614,2,320,6695375,0,2.1086883544922,13.487777709961,NER
UMTS,614,2,320,6695286,0,2.094727,13.48938,NER
UMTS,614,2,8020,12,0,2.1128082275391,13.535842895508,NER
UMTS,614,2,8020,373,0,2.1073150634766,13.505630493164,NER
UMTS,614,2,8020,701,0,2.1306610107422,13.502883911133,NER
UMTS,614,2,750,1602,0,3.2334136962891,13.034591674805,NER
UMTS,614,4,20112,290801,0,8.9847564697266,13.83659362793,NER
UMTS,614,4,20112,280154,0,8.9806365966797,13.822860717773,NER
UMTS,614,4,20112,290782,0,8.9847564697266,13.83659362793,NER
UMTS,614,4,30112,298701,0,7.11937,13.492355,NER
UMTS,614,2,13825,6694828,0,2.1073150634766,13.515243530273,NER
UMTS,614,2,13825,6696325,0,2.0798492431641,13.522109985352,NER
UMTS,614,4,20112,289355,0,8.9861297607422,13.840713500977,NER
UMTS,614,4,30112,298533,0,7.1047210693359,13.493270874023,NER
UMTS,614,4,10112,171079,0,12.65007019043,13.358688354492,NER
UMTS,614,4,20112,290933,0,8.9806365966797,13.822860717773,NER
UMTS,614,4,40112,188500,0,5.287582,14.88414,NER
UMTS,614,4,50112,89248,0,2.1114349365234,13.454818725586,NER
UMTS,614,4,50112,115585,0,2.164993,13.50769,NER
UMTS,614,4,50112,87950,0,2.092209,13.484344,NER
UMTS,614,4,50112,85946,0,2.1787261962891,13.511123657227,NER
UMTS,614,4,50112,115555,0,2.1128082275391,13.515243530273,NER
UMTS,614,4,50112,87547,0,2.1443939208984,13.526229858398,NER
UMTS,614,4,50112,86047,0,2.1526336669922,13.512496948242,NER
UMTS,614,4,50112,115594,0,2.1800994873047,13.494644165039,NER
UMTS,614,4,40112,138083,0,5.2754974365234,14.892654418945,NER
UMTS,614,4,50112,50061,0,2.1485137939453,13.490524291992,NER
UMTS,614,4,40112,188559,0,5.2686309814453,14.899520874023,NER
UMTS,614,4,40112,188100,0,5.2603912353516,14.900894165039,NER
UMTS,614,4,40112,135883,0,5.2219390869141,14.861068725586,NER
UMTS,614,4,50112,85750,0,2.1375274658203,13.491897583008,NER
UMTS,614,4,40112,188079,0,5.270462,14.898148,NER
UMTS,614,4,40112,178189,0,5.2507781982422,13.80500793457,NER
UMTS,614,4,40112,135284,0,5.284424,14.886475,NER
UMTS,614,4,50112,89246,0,2.1416473388672,13.47541809082,NER
UMTS,614,4,50112,115593,0,2.181931,13.52623,NER
UMTS,614,4,40112,188080,0,5.275497,14.891968,NER
UMTS,614,4,50112,88049,0,2.089119,13.512154,NER
UMTS,614,4,50112,116049,0,2.1828460693359,13.523483276367,NER
UMTS,614,4,50112,115655,0,2.124662,13.511485,NER
UMTS,614,4,50112,115704,0,2.129517,13.516846,NER
UMTS,614,4,50112,115648,0,2.1759796142578,13.468551635742,NER
UMTS,614,4,50112,115950,0,2.1485137939453,13.505630493164,NER
UMTS,614,4,50112,115755,0,2.092552,13.491898,NER
UMTS,614,4,50112,115764,0,2.096603,13.497391,NER
UMTS,614,4,50112,115646,0,2.1842193603516,13.469924926758,NER
UMTS,614,2,310,6694787,0,2.1128082275391,13.513870239258,NER
UMTS,614,2,305,6630519,0,5.2713775634766,14.887161254883,NER
UMTS,614,2,310,6694703,0,2.1004486083984,13.515243530273,NER
UMTS,614,2,305,6630849,0,7.09044,13.531998,NER
UMTS,614,2,305,6630278,0,9.0067291259766,13.784408569336,NER
UMTS,614,2,310,6694785,0,2.1196746826172,13.526229858398,NER
UMTS,614,2,310,6694683,0,2.1251678466797,13.517990112305,NER
UMTS,614,2,310,6694813,0,2.1347808837891,13.517990112305,NER
UMTS,614,2,305,6630457,0,5.2535247802734,13.794021606445,NER
UMTS,614,2,305,6630848,0,7.117996,13.479538,NER
UMTS,614,2,310,6694727,0,2.0798492431641,13.530349731445,NER
UMTS,614,2,305,6630129,0,7.0923614501953,13.505630493164,NER
UMTS,614,2,305,6630479,0,5.271378,14.893856,NER
UMTS,614,2,310,6694984,0,2.063174,13.548203,NER
UMTS,614,2,310,6694878,0,2.082939,13.538933,NER
UMTS,614,2,310,6695096,0,2.1498870849609,13.555068969727,NER
UMTS,614,2,310,6694934,0,2.089806,13.52314,NER
UMTS,614,2,310,6695187,0,2.0908355712891,13.546829223633,NER
UMTS,614,2,310,6695204,0,2.101364,13.529434,NER
UMTS,614,2,310,6695015,0,2.0977020263672,13.524856567383,NER
UMTS,614,2,310,6695123,0,2.085968,13.520472,NER
UMTS,614,2,310,6695056,0,2.089462,13.518677,NER
UMTS,614,2,310,6695034,0,2.069931,13.542252,NER
UMTS,614,2,310,6695166,0,2.063724,13.548823,NER
UMTS,614,2,310,6694873,0,2.089945,13.535358,NER
UMTS,614,2,310,6695188,0,2.0894622802734,13.555068969727,NER
UMTS,614,2,310,6695164,0,2.0331573486328,13.516616821289,NER
UMTS,614,2,310,6695448,0,2.146454,13.542023,NER
UMTS,614,2,310,6695258,0,2.115211,13.534126,NER
UMTS,614,2,310,6695237,0,2.0784759521484,13.526229858398,NER
UMTS,614,2,310,6695298,0,2.0661163330078,13.560562133789,NER
UMTS,614,2,310,6695323,0,2.106766,13.552597,NER
UMTS,614,2,310,6695233,0,2.0771026611328,13.526229858398,NER
UMTS,614,2,310,6695357,0,2.119125,13.553696,NER
UMTS,614,2,310,6695328,0,2.1045684814453,13.546829223633,NER
UMTS,614,2,310,6695345,0,2.1567535400391,13.496017456055,NER
UMTS,614,2,310,6695418,0,2.094093,13.53796,NER
UMTS,614,2,310,6695218,0,2.1306610107422,13.531723022461,NER
UMTS,614,2,310,6695417,0,2.0977020263672,13.534469604492,NER
UMTS,614,2,310,6695367,0,2.1141815185547,13.533096313477,NER
UMTS,614,2,310,6695386,0,2.143936,13.537674,NER
UMTS,614,2,310,6695354,0,2.115005,13.547928,NER
UMTS,614,2,320,6694735,0,2.116379,13.509201,NER
UMTS,614,2,320,6694836,0,2.092209,13.490524,NER
UMTS,614,2,310,6696495,0,1.451243,14.20667,NER
UMTS,614,2,310,6695915,0,7.9904937744141,16.982803344727,NER
UMTS,614,2,320,6694794,0,2.1128082275391,13.517990112305,NER
UMTS,614,2,310,6696314,0,7.992554,16.970444,NER
UMTS,614,2,320,381,0,2.0922088623047,13.490524291992,NER
UMTS,614,2,320,6694808,0,2.1292877197266,13.508377075195,NER
UMTS,614,2,320,6694713,0,2.1389007568359,13.49739074707,NER
UMTS,614,2,310,6696344,0,2.09379,13.517395,NER
UMTS,614,2,320,6694716,0,2.1759796142578,13.476791381836,NER
UMTS,614,2,320,6694813,0,2.1292877197266,13.522109985352,NER
UMTS,614,2,310,6695914,0,7.9987335205078,16.971817016602,NER
UMTS,614,2,320,6694715,0,2.140834,13.494837,NER
UMTS,614,2,310,6695795,0,3.1894683837891,13.048324584961,NER
UMTS,614,2,310,6696465,0,2.1045684814453,13.500137329102,NER
UMTS,614,2,310,6695854,0,7.992554,16.968384,NER
UMTS,614,2,310,6696875,0,2.090149,13.510437,NER
UMTS,614,2,320,6694835,0,2.0853424072266,13.491897583008,NER
UMTS,614,2,320,6694883,0,2.2034454345703,13.468551635742,NER
UMTS,614,2,320,6694954,0,2.1375274658203,13.508377075195,NER
UMTS,614,2,320,6694864,0,2.125953,13.512693,NER
UMTS,614,2,320,6695067,0,2.1540069580078,13.489151000977,NER
UMTS,614,2,320,6694867,0,2.126999,13.508835,NER
UMTS,614,2,320,6695045,0,2.0963287353516,13.504257202148,NER
UMTS,614,2,320,6695245,0,2.1064,13.500137,NER
UMTS,614,2,320,6694995,0,2.1979522705078,13.46305847168,NER
UMTS,614,2,320,6694914,0,2.134781,13.523026,NER
UMTS,614,2,320,6695174,0,2.1430206298828,13.513870239258,NER
UMTS,614,2,320,6695104,0,2.09018,13.504226,NER
UMTS,614,2,320,6695084,0,2.1128082275391,13.511123657227,NER
UMTS,614,2,320,6695468,0,2.1883392333984,13.460311889648,NER
UMTS,614,2,320,6695483,0,2.1292877197266,13.502883911133,NER
UMTS,614,2,320,6695397,0,2.0963287353516,13.493270874023,NER
