space_time_id,pop,rwi,error,wealth
2022_10_24_-0.3536_11.4974,61.85081722489544,-0.364,0.305,30925.408612447718
2022_10_24_-0.3536_11.4974,61.41950383464712,-0.364,0.305,30709.75191732356
2022_10_24_-0.3536_11.4974,61.98740337198123,-1.112,0.288,30993.701685990614
2022_10_24_-0.3536_11.4974,63.80163056295709,-1.112,0.288,31900.815281478543
2022_10_24_-0.3536_11.4974,64.70297852785625,-0.278,0.284,32351.489263928124
2022_10_24_-0.3536_11.4974,62.2149983932468,-0.658,0.283,18664.49951797404
2022_10_24_-0.3536_11.4974,19.55682742922083,-0.658,0.283,5867.04822876625
2022_10_24_-0.3536_11.4974,1.221586177090042,-0.816,0.283,366.4758531270126
2022_10_24_-0.3536_11.4974,47.54532327425852,-0.65,0.299,14263.596982277557
2022_10_24_-0.3536_11.4974,42.77529343413372,-0.65,0.299,12832.588030240116
2022_10_24_-0.3536_11.4974,37.95480282958247,-0.65,0.299,11386.440848874741
2022_10_24_-0.3536_11.4974,45.16485376725747,-0.568,0.302,18065.94150690299
2022_10_24_-0.3536_11.4974,51.34449207039791,-0.568,0.302,20537.796828159164
2022_10_24_-0.3536_11.4974,59.576469930912175,-0.568,0.302,23830.58797236487
2022_10_24_-0.3536_11.4974,69.48041775085136,-0.717,0.29,20844.12532525541
2022_10_24_-0.3536_11.4974,78.34790942109484,-0.717,0.29,23504.372826328454
2022_10_24_-0.3536_11.4974,89.67233120819493,-0.108,0.344,53803.39872491696
2022_10_24_-0.3536_11.4974,106.16533868280702,-0.108,0.344,63699.20320968421
2022_10_24_-0.3536_11.4974,138.5585866368398,-0.108,0.344,83135.15198210388
2022_10_24_-0.3536_11.4974,134.13178548404997,-0.433,0.318,53652.71419361999
2022_10_24_-0.3536_11.4974,98.6457049960242,-0.433,0.318,39458.28199840968
2022_10_24_-0.3536_11.4974,88.54875329839444,-0.433,0.318,35419.501319357776
2022_10_24_-0.3536_11.4974,73.30943351282832,-0.364,0.305,36654.716756414164
2022_10_24_-0.3536_11.4974,61.457591075716415,-0.364,0.305,30728.79553785821
2022_10_24_-0.3536_11.4974,63.10592968484446,-1.112,0.288,31552.964842422232
2022_10_24_-0.3536_11.4974,60.607431975916285,-1.112,0.288,30303.71598795814
2022_10_24_-0.3536_11.4974,59.338394294376045,-1.112,0.288,29669.19714718802
2022_10_24_-0.3536_11.4974,55.50411223204976,-0.278,0.284,27752.056116024884
2022_10_24_-0.3536_11.4974,54.19516188997226,-0.278,0.284,27097.58094498613
2022_10_24_-0.3536_11.4974,24.41092567518991,-0.658,0.283,7323.277702556974
2022_10_24_-0.3536_11.4974,2.182789443514751,-0.571,0.283,873.1157774059003
2022_10_24_-0.3536_11.4974,42.85043373408623,-0.051,0.327,25710.26024045174
2022_10_24_-0.3536_11.4974,39.00205792552081,-0.051,0.327,23401.234755312486
2022_10_24_-0.3536_11.4974,42.48722051042391,-0.051,0.327,25492.332306254346
2022_10_24_-0.3536_11.4974,50.71598002301639,-0.051,0.327,30429.588013809836
2022_10_24_-0.3536_11.4974,52.64560659500411,-0.568,0.302,21058.242638001644
2022_10_24_-0.3536_11.4974,57.27689260585439,-0.428,0.31,22910.757042341756
2022_10_24_-0.3536_11.4974,66.5543317709361,-0.428,0.31,26621.732708374442
2022_10_24_-0.3536_11.4974,81.70588045411019,-0.428,0.31,32682.352181644073
2022_10_24_-0.3536_11.4974,93.1582105073958,-0.675,0.376,27947.463152218737
2022_10_24_-0.3536_11.4974,112.42079568208796,-0.675,0.376,33726.23870462639
2022_10_24_-0.3536_11.4974,134.5545217102066,-0.675,0.376,40366.356513061975
2022_10_24_-0.3536_11.4974,126.78192019213309,-0.64,0.291,38034.576057639926
2022_10_24_-0.3536_11.4974,98.47273522053978,-0.64,0.291,29541.820566161932
2022_10_24_-0.3536_11.4974,88.56496669578311,-0.64,0.291,26569.490008734934
2022_10_24_-0.3536_11.4974,73.63887733746435,-0.831,0.29,22091.663201239306
2022_10_24_-0.3536_11.4974,60.35676976031252,-0.831,0.29,18107.030928093754
2022_10_24_-0.3536_11.4974,61.21869558019413,-1.112,0.288,18365.60867405824
2022_10_24_-0.3536_11.4974,62.44345607772472,-1.112,0.288,18733.036823317416
2022_10_24_-0.3536_11.4974,59.602779803360605,-1.112,0.288,17880.833941008183
2022_10_24_-0.3536_11.4974,54.179525285651,-0.278,0.284,27089.762642825503
2022_10_24_-0.3536_11.4974,51.183893043698895,-0.278,0.284,25591.946521849448
2022_10_24_-0.3536_11.4974,25.13932227747016,-0.278,0.284,12569.66113873508
2022_10_24_-0.3536_11.4974,0.238377854590769,-0.571,0.283,95.35114183630759
2022_10_24_-0.3536_11.4974,43.071958866491016,-0.051,0.327,25843.17531989461
2022_10_24_-0.3536_11.4974,44.136808220785866,-0.051,0.327,26482.08493247152
2022_10_24_-0.3536_11.4974,41.33065255673338,-0.051,0.327,24798.391534040027
2022_10_24_-0.3536_11.4974,51.0349654822986,-0.051,0.327,30620.97928937916
2022_10_24_-0.3536_11.4974,57.167976578654766,-0.428,0.31,22867.19063146191
2022_10_24_-0.3536_11.4974,56.67593491112165,-0.428,0.31,22670.37396444866
2022_10_24_-0.3536_11.4974,68.55490022607158,-0.428,0.31,27421.96009042863
2022_10_24_-0.3536_11.4974,84.71729856145807,-0.428,0.31,33886.919424583226
2022_10_24_-0.3536_11.4974,93.53395738483316,-0.675,0.376,28060.187215449947
2022_10_24_-0.3536_11.4974,122.00760109933697,-0.675,0.376,36602.28032980109
2022_10_24_-0.3536_11.4974,131.45223913870598,-0.675,0.376,39435.67174161179
2022_10_24_-0.3536_11.4974,110.872513652471,-0.64,0.291,33261.7540957413
2022_10_24_-0.3536_11.4974,93.2513761172581,-0.64,0.291,27975.41283517743
2022_10_24_-0.3536_11.4974,84.67435998343502,-0.64,0.291,25402.307995030507
2022_10_24_-0.3536_11.4974,79.0008265105347,-0.831,0.29,23700.247953160408
2022_10_24_-0.3536_11.4974,66.70294709540035,-0.831,0.29,20010.884128620106
2022_10_24_-0.3536_11.4974,64.62180955576855,-1.112,0.288,19386.542866730564
2022_10_24_-0.3536_11.4974,62.09424211942281,-1.112,0.288,18628.27263582684
2022_10_24_-0.3536_11.4974,59.0603558881043,-1.112,0.288,17718.10676643129
2022_10_24_-0.3536_11.4974,57.71472825213915,-0.278,0.284,28857.364126069577
2022_10_24_-0.3536_11.4974,52.77248385217429,-0.278,0.284,26386.241926087147
2022_10_24_-0.3536_11.4974,22.12749526931816,-0.278,0.284,11063.747634659081
2022_10_24_-0.3536_11.4974,38.77467185894945,-0.772,0.285,11632.401557684836
2022_10_24_-0.3536_11.4974,44.46251845690691,-0.772,0.285,13338.755537072075
2022_10_24_-0.3536_11.4974,44.23104957886428,-0.772,0.285,13269.314873659285
2022_10_24_-0.3536_11.4974,42.97955664615402,-0.772,0.285,12893.866993846206
2022_10_24_-0.3536_11.4974,45.6467380252504,-0.428,0.31,18258.69521010016
2022_10_24_-0.3536_11.4974,55.88923922843385,-0.428,0.31,22355.69569137354
2022_10_24_-0.3536_11.4974,69.2517834686085,-0.428,0.31,27700.713387443397
2022_10_24_-0.3536_11.4974,81.98681256561613,-0.428,0.31,32794.72502624645
2022_10_24_-0.3536_11.4974,91.88779835556886,-0.275,0.324,45943.89917778443
2022_10_24_-0.3536_11.4974,109.568396190525,-0.275,0.324,54784.198095262494
2022_10_24_-0.3536_11.4974,115.14012341612772,-0.275,0.324,57570.06170806386
2022_10_24_-0.3536_11.4974,99.06221475283868,-0.36,0.289,49531.10737641934
2022_10_24_-0.3536_11.4974,76.17371455164216,-0.36,0.289,38086.85727582108
2022_10_24_-0.3536_11.4974,82.42822472097541,-0.36,0.289,41214.11236048771
2022_10_24_-0.3536_11.4974,87.7744322541713,-0.555,0.3,35109.77290166852
2022_10_24_-0.3536_11.4974,80.03866195556286,-0.555,0.3,32015.464782225143
2022_10_24_-0.3536_11.4974,76.07455475818695,-0.235,0.298,38037.27737909347
2022_10_24_-0.3536_11.4974,62.590189552921245,-0.235,0.298,31295.094776460624
2022_10_24_-0.3536_11.4974,56.42361075911224,-0.235,0.298,28211.80537955612
2022_10_24_-0.3536_11.4974,59.243296966149664,-0.55,0.307,23697.318786459866
2022_10_24_-0.3536_11.4974,58.23211629553498,-0.55,0.307,23292.84651821399
2022_10_24_-0.3536_11.4974,12.58387145814735,-0.55,0.307,5033.54858325894
2022_10_24_-0.3536_11.4974,26.526343672382996,-0.772,0.285,7957.903101714899
2022_10_24_-0.3536_11.4974,46.605720039605565,-0.772,0.285,13981.71601188167
2022_10_24_-0.3536_11.4974,46.74578639826038,-0.772,0.285,14023.735919478113
2022_10_24_-0.3536_11.4974,45.73500404451085,-0.772,0.285,13720.501213353256
2022_10_24_-0.3536_11.4974,44.32335689728543,-0.492,0.296,17729.342758914172
2022_10_24_-0.3536_11.4974,45.18730321377583,-0.428,0.31,18074.921285510332
2022_10_24_-0.3536_11.4974,60.35666571357272,-0.428,0.31,24142.666285429088
2022_10_24_-0.3536_11.4974,70.40006844011957,-0.275,0.324,35200.03422005978
2022_10_24_-0.3536_11.4974,67.83670836620098,-0.275,0.324,33918.35418310049
2022_10_24_-0.3536_11.4974,74.25343247545707,-0.275,0.324,37126.716237728535
2022_10_24_-0.3536_11.4974,74.60122848212943,-0.275,0.324,37300.614241064715
2022_10_24_-0.3536_11.4974,67.9677272721533,-0.36,0.289,33983.86363607665
2022_10_24_-0.3536_11.4974,58.92299450062472,-0.36,0.289,29461.497250312357
2022_10_24_-0.3536_11.4974,75.43934216062206,-0.36,0.289,37719.67108031103
2022_10_24_-0.3536_11.4974,88.61013542230008,-0.555,0.3,35444.05416892003
2022_10_24_-0.3536_11.4974,86.84853173267635,-0.555,0.3,34739.41269307054
2022_10_24_-0.3536_11.4974,77.17926680030658,-0.235,0.298,38589.63340015329
2022_10_24_-0.3536_11.4974,65.94557302312361,-0.235,0.298,32972.786511561804
2022_10_24_-0.3536_11.4974,59.11225073078053,-0.235,0.298,29556.125365390264
2022_10_24_-0.3536_11.4974,57.74402532712228,-0.55,0.307,23097.610130848912
2022_10_24_-0.3536_11.4974,51.69266292654687,-0.55,0.307,20677.06517061875
2022_10_24_-0.3536_11.4974,1.402641913152131,-0.55,0.307,561.0567652608524
2022_10_24_-0.3536_11.4974,7.747275231548476,-0.772,0.285,2324.1825694645427
2022_10_24_-0.3536_11.4974,51.07460140247977,-0.772,0.285,15322.380420743932
2022_10_24_-0.3536_11.4974,56.26102182025193,-0.772,0.285,16878.30654607558
2022_10_24_-0.3536_11.4974,57.38381743668716,-0.492,0.296,22953.526974674864
2022_10_24_-0.3536_11.4974,54.58215086069264,-0.492,0.296,21832.860344277058
2022_10_24_-0.3536_11.4974,46.75579922112632,-0.492,0.296,18702.319688450527
2022_10_24_-0.3536_11.4974,53.02764269788314,-0.637,0.298,15908.29280936494
2022_10_24_-0.3536_11.4974,57.95077887896554,-0.637,0.298,17385.23366368966
2022_10_24_-0.3536_11.4974,58.8829438261334,-0.275,0.324,29441.4719130667
2022_10_24_-0.3536_11.4974,63.41280041521375,-0.275,0.324,31706.400207606875
2022_10_24_-0.3536_11.4974,65.76022524393522,-0.275,0.324,32880.112621967615
2022_10_24_-0.3536_11.4974,63.80702458566599,-0.36,0.289,31903.512292832995
2022_10_24_-0.3536_11.4974,60.07071438146474,-0.36,0.289,30035.35719073237
2022_10_24_-0.3536_11.4974,63.76632732267092,-0.36,0.289,31883.16366133546
2022_10_24_-0.3536_11.4974,84.14158789377399,-0.555,0.3,33656.6351575096
2022_10_24_-0.3536_11.4974,78.60932589620799,-0.555,0.3,31443.730358483197
2022_10_24_-0.3536_11.4974,74.22521575218742,-0.235,0.298,37112.60787609371
2022_10_24_-0.3536_11.4974,73.01236362440119,-0.235,0.298,36506.18181220059
2022_10_24_-0.3536_11.4974,71.7598057060356,-0.235,0.298,35879.902853017804
2022_10_24_-0.3536_11.4974,58.50752413588335,-0.55,0.307,23403.00965435334
2022_10_24_-0.3536_11.4974,30.5815593250023,-0.55,0.307,12232.62373000092
2022_10_24_-0.3536_11.4974,37.04061909716191,-0.203,0.282,18520.309548580954
2022_10_24_-0.3536_11.4974,61.89061321462314,-0.203,0.282,30945.30660731157
2022_10_24_-0.3536_11.4974,64.75663430777828,-0.492,0.296,25902.653723111314
2022_10_24_-0.3536_11.4974,57.65384152748692,-0.492,0.296,23061.536610994768
2022_10_24_-0.3536_11.4974,52.891681988800265,-0.492,0.296,21156.672795520106
2022_10_24_-0.3536_11.4974,61.71242139849451,-0.637,0.298,18513.726419548355
2022_10_24_-0.3536_11.4974,63.509673434483936,-0.637,0.298,19052.90203034518
2022_10_24_-0.3536_11.4974,62.94171716580601,-0.32,0.312,31470.858582903005
2022_10_24_-0.3536_11.4974,67.53440355936759,-0.32,0.312,33767.2017796838
2022_10_24_-0.3536_11.4974,67.29476236243536,-0.32,0.312,33647.38118121768
2022_10_24_-0.3536_11.4974,63.37687363888492,-0.582,0.287,25350.74945555397
2022_10_24_-0.3536_11.4974,59.79784411935792,-0.582,0.287,23919.137647743166
2022_10_24_-0.3536_11.4974,59.481098117779545,-0.582,0.287,23792.43924711182
2022_10_24_-0.3536_11.4974,58.81904853145669,-0.555,0.3,23527.619412582673
2022_10_24_-0.3536_11.4974,67.57475127773333,-0.555,0.3,27029.900511093332
2022_10_24_-0.3536_11.4974,71.92675143965265,-0.403,0.282,28770.700575861058
2022_10_24_-0.3536_11.4974,79.34673235159255,-0.403,0.282,31738.69294063702
2022_10_24_-0.3536_11.4974,75.22279091855663,-0.403,0.282,30089.116367422652
2022_10_24_-0.3536_11.4974,62.8072145241276,-0.157,0.28,37684.32871447656
2022_10_24_-0.3536_11.4974,5.667614457572542,-0.157,0.28,3400.568674543525
2022_10_24_-0.3536_11.4974,4.709018521909956,-0.203,0.282,2354.509260954978
2022_10_24_-0.3536_11.4974,59.6594272258713,-0.203,0.282,29829.713612935648
2022_10_24_-0.3536_11.4974,63.04196531855916,-0.492,0.296,25216.786127423664
2022_10_24_-0.3536_11.4974,57.3643451030091,-0.492,0.296,22945.73804120364
2022_10_24_-0.3536_11.4974,57.36612696867954,-0.492,0.296,22946.450787471815
2022_10_24_-0.3536_11.4974,69.39491932211503,-0.637,0.298,20818.47579663451
2022_10_24_-0.3536_11.4974,68.81796997436545,-0.637,0.298,20645.390992309636
2022_10_24_-0.3536_11.4974,69.00789943814875,-0.32,0.312,34503.94971907438
2022_10_24_-0.3536_11.4974,76.83391375332641,-0.32,0.312,38416.95687666321
2022_10_24_-0.3536_11.4974,68.32135865289719,-0.32,0.312,34160.6793264486
2022_10_24_-0.3536_11.4974,62.88071987283109,-0.582,0.287,25152.287949132435
2022_10_24_-0.3536_11.4974,58.61242142808131,-0.582,0.287,23444.968571232526
2022_10_24_-0.3536_11.4974,57.22920465923415,-0.582,0.287,22891.68186369366
2022_10_24_-0.3536_11.4974,44.99070815231504,-0.582,0.287,17996.283260926015
2022_10_24_-0.3536_11.4974,44.872662900991045,-0.403,0.282,17949.065160396418
2022_10_24_-0.3536_11.4974,58.76406087617106,-0.403,0.282,23505.624350468424
2022_10_24_-0.3536_11.4974,65.84426392693878,-0.403,0.282,26337.705570775513
2022_10_24_-0.3536_11.4974,72.78788630416021,-0.403,0.282,29115.154521664084
2022_10_24_-0.3536_11.4974,24.73900734892924,-0.157,0.28,14843.404409357543
2022_10_24_-0.3536_11.4974,11.29228735846238,-0.203,0.282,5646.14367923119
2022_10_24_-0.3536_11.4974,35.639599343842164,-0.492,0.296,14255.839737536866
2022_10_24_-0.3536_11.4974,35.879711923640045,-0.492,0.296,14351.884769456017
2022_10_24_-0.3536_11.4974,41.45950261261947,-0.492,0.296,16583.801045047785
2022_10_24_-0.3536_11.4974,53.6839553906486,-0.637,0.298,16105.18661719458
2022_10_24_-0.3536_11.4974,57.52757591336426,-0.637,0.298,17258.272774009278
2022_10_24_-0.3536_11.4974,68.34584148961538,-0.32,0.312,34172.92074480769
2022_10_24_-0.3536_11.4974,70.3972070957416,-0.32,0.312,35198.6035478708
2022_10_24_-0.3536_11.4974,68.70930476656818,-0.32,0.312,34354.65238328409
2022_10_24_-0.3536_11.4974,62.97550893636701,-0.582,0.287,25190.203574546802
2022_10_24_-0.3536_11.4974,57.82121223171137,-0.582,0.287,23128.484892684548
2022_10_24_-0.3536_11.4974,56.05453437501692,-0.582,0.287,22421.813750006768
2022_10_24_-0.3536_11.4974,45.81642316495958,-0.605,0.282,13744.926949487874
2022_10_24_-0.3536_11.4974,39.53523682400671,-0.605,0.282,11860.571047202013
2022_10_24_-0.3536_11.4974,45.50030538474353,-0.403,0.282,18200.12215389741
2022_10_24_-0.3536_11.4974,50.735942483390815,-0.403,0.282,20294.376993356327
2022_10_24_-0.3536_11.4974,29.84809002689376,-0.403,0.282,11939.236010757504
2022_10_24_-0.3536_11.4974,0.008441896984301,-0.157,0.28,5.065138190580599
2022_10_24_-0.3536_11.4974,0.611628394067814,-0.508,0.282,244.6513576271256
2022_10_24_-0.3536_11.4974,3.238630300739797,-0.508,0.282,1295.4521202959188
2022_10_24_-0.3536_11.4974,5.665521880225169,-0.508,0.282,2266.2087520900677
2022_10_24_-0.3536_11.4974,7.001625952062049,-0.605,0.282,2100.487785618615
2022_10_24_-0.3536_11.4974,7.755324248642935,-0.605,0.282,2326.5972745928802
2022_10_24_-0.3536_11.4974,9.072845516233077,-0.264,0.298,4536.422758116539
2022_10_24_-0.3536_11.4974,9.525630013310137,-0.264,0.298,4762.815006655068
2022_10_24_-0.3536_11.4974,0.024124604822726,-0.264,0.298,12.062302411363
2023_2_6_-0.3323_11.5747,0.45655028203336,-0.634,0.323,136.965084610008
2023_2_6_-0.3323_11.5747,13.094287038551752,-0.634,0.323,3928.2861115655255
2023_2_6_-0.3323_11.5747,31.256030807567868,-0.546,0.291,12502.412323027147
2023_2_6_-0.3323_11.5747,41.25349468364313,-0.546,0.291,16501.397873457252
2023_2_6_-0.3323_11.5747,41.379966754496,-0.546,0.291,16551.9867017984
2023_2_6_-0.3323_11.5747,31.540644187921487,-0.546,0.291,12616.257675168596
2023_2_6_-0.3323_11.5747,16.932549507748817,-0.399,0.29,8466.274753874408
2023_2_6_-0.3323_11.5747,4.48509337542711,-0.399,0.29,2242.546687713555
2023_2_6_-0.3323_11.5747,3.193635703554752,-0.502,0.329,1277.4542814219008
2023_2_6_-0.3323_11.5747,37.17210917310306,-0.634,0.323,11151.632751930918
2023_2_6_-0.3323_11.5747,58.135123446252585,-0.634,0.323,17440.537033875775
2023_2_6_-0.3323_11.5747,58.00311414416499,-0.634,0.323,17400.934243249496
2023_2_6_-0.3323_11.5747,63.04922728248796,-0.546,0.291,25219.690912995185
2023_2_6_-0.3323_11.5747,70.31902550303671,-0.546,0.291,28127.610201214684
2023_2_6_-0.3323_11.5747,70.49336251001799,-0.546,0.291,28197.345004007195
2023_2_6_-0.3323_11.5747,62.06914975870514,-0.392,0.289,31034.574879352567
2023_2_6_-0.3323_11.5747,51.50925839396693,-0.392,0.289,25754.629196983464
2023_2_6_-0.3323_11.5747,49.92071050873998,-0.399,0.29,24960.35525436999
2023_2_6_-0.3323_11.5747,34.456694980315746,-0.399,0.29,17228.347490157874
2023_2_6_-0.3323_11.5747,9.911794924922638,-0.399,0.29,4955.897462461319
2023_2_6_-0.3323_11.5747,17.636954579683415,-0.209,0.317,8818.477289841707
2023_2_6_-0.3323_11.5747,71.17862603396938,-0.209,0.317,35589.31301698469
2023_2_6_-0.3323_11.5747,78.09226442274513,-0.139,0.356,46855.358653647076
2023_2_6_-0.3323_11.5747,65.10732212367155,-0.139,0.356,39064.39327420293
2023_2_6_-0.3323_11.5747,55.28198411555806,-0.139,0.356,33169.19046933483
2023_2_6_-0.3323_11.5747,57.46231117643776,-0.495,0.319,22984.924470575104
2023_2_6_-0.3323_11.5747,58.13634355648947,-0.495,0.319,23254.53742259579
2023_2_6_-0.3323_11.5747,59.038242038271406,-0.495,0.319,23615.296815308564
2023_2_6_-0.3323_11.5747,55.514713622112126,-0.392,0.289,27757.356811056063
2023_2_6_-0.3323_11.5747,52.67561474780183,-0.392,0.289,26337.807373900916
2023_2_6_-0.3323_11.5747,49.71189405764731,-0.538,0.297,19884.757623058922
2023_2_6_-0.3323_11.5747,44.93014147609321,-0.538,0.297,17972.056590437285
2023_2_6_-0.3323_11.5747,42.020555737453975,-0.538,0.297,16808.22229498159
2023_2_6_-0.3323_11.5747,25.680958635964124,-0.482,0.287,10272.38345438565
2023_2_6_-0.3323_11.5747,1.72256748087109,-0.482,0.287,689.026992348436
2023_2_6_-0.3323_11.5747,24.370102406735786,-0.476,0.29,9748.040962694315
2023_2_6_-0.3323_11.5747,75.10145316536337,-0.209,0.317,37550.72658268168
2023_2_6_-0.3323_11.5747,85.580784683579,-0.209,0.317,42790.3923417895
2023_2_6_-0.3323_11.5747,89.34144809155872,-0.139,0.356,53604.86885493523
2023_2_6_-0.3323_11.5747,69.91871071135895,-0.139,0.356,41951.226426815374
2023_2_6_-0.3323_11.5747,56.65276550189057,-0.139,0.356,33991.65930113434
2023_2_6_-0.3323_11.5747,56.748877712693954,-0.495,0.319,22699.551085077583
2023_2_6_-0.3323_11.5747,50.86698871988146,-0.495,0.319,20346.795487952586
2023_2_6_-0.3323_11.5747,44.14651096799956,-0.495,0.319,17658.604387199823
2023_2_6_-0.3323_11.5747,50.17428097542974,-0.392,0.289,25087.14048771487
2023_2_6_-0.3323_11.5747,49.81184248541726,-0.392,0.289,24905.921242708628
2023_2_6_-0.3323_11.5747,51.146691475354686,-0.538,0.297,20458.676590141873
2023_2_6_-0.3323_11.5747,50.58962877495992,-0.538,0.297,20235.851509983968
2023_2_6_-0.3323_11.5747,45.33067266244542,-0.538,0.297,18132.26906497817
2023_2_6_-0.3323_11.5747,44.13618450261095,-0.482,0.287,17654.47380104438
2023_2_6_-0.3323_11.5747,33.455461683394205,-0.482,0.287,13382.184673357682
2023_2_6_-0.3323_11.5747,2.63233290764873,-0.482,0.287,1052.933163059492
2023_2_6_-0.3323_11.5747,15.251501332710545,-0.476,0.29,6100.600533084218
2023_2_6_-0.3323_11.5747,72.76677642243384,-0.943,0.408,29106.710568973533
2023_2_6_-0.3323_11.5747,76.83709246083231,-0.943,0.408,30734.836984332924
2023_2_6_-0.3323_11.5747,96.08910969580964,-0.943,0.408,38435.643878323855
2023_2_6_-0.3323_11.5747,98.50697866573836,-0.199,0.393,59104.18719944302
2023_2_6_-0.3323_11.5747,84.87554756938894,-0.199,0.393,50925.32854163337
2023_2_6_-0.3323_11.5747,59.713637541252304,-0.199,0.393,35828.182524751384
2023_2_6_-0.3323_11.5747,55.96787046608006,-0.706,0.288,16790.361139824017
2023_2_6_-0.3323_11.5747,51.15780547540773,-0.706,0.288,15347.341642622318
2023_2_6_-0.3323_11.5747,44.86871048685229,-0.706,0.288,13460.613146055686
2023_2_6_-0.3323_11.5747,52.28487140557409,-0.212,0.286,26142.435702787043
2023_2_6_-0.3323_11.5747,59.04752840824565,-0.212,0.286,29523.764204122825
2023_2_6_-0.3323_11.5747,60.48031358199692,-0.222,0.287,30240.15679099846
2023_2_6_-0.3323_11.5747,60.78147135249466,-0.222,0.287,30390.735676247332
2023_2_6_-0.3323_11.5747,54.52696781414009,-0.222,0.287,27263.483907070047
2023_2_6_-0.3323_11.5747,48.90153196827116,-0.608,0.284,14670.459590481347
2023_2_6_-0.3323_11.5747,44.36912696131645,-0.608,0.284,13310.738088394934
2023_2_6_-0.3323_11.5747,31.385504149359367,-0.608,0.284,9415.65124480781
2023_2_6_-0.3323_11.5747,0.566243464120117,-0.501,0.285,226.4973856480468
2023_2_6_-0.3323_11.5747,2.163090442865488,-0.425,0.295,865.2361771461951
2023_2_6_-0.3323_11.5747,59.32332422974879,-0.943,0.408,23729.32969189952
2023_2_6_-0.3323_11.5747,71.95521568529121,-0.943,0.408,28782.086274116482
2023_2_6_-0.3323_11.5747,80.66342728844961,-0.943,0.408,32265.370915379845
2023_2_6_-0.3323_11.5747,102.68196766318135,-0.943,0.408,41072.78706527254
2023_2_6_-0.3323_11.5747,103.31434788488362,-0.199,0.393,61988.60873093017
2023_2_6_-0.3323_11.5747,82.18079394989739,-0.199,0.393,49308.476369938435
2023_2_6_-0.3323_11.5747,65.9164484100526,-0.199,0.393,39549.869046031556
2023_2_6_-0.3323_11.5747,55.15178450650434,-0.706,0.288,16545.5353519513
2023_2_6_-0.3323_11.5747,54.27150351613129,-0.706,0.288,16281.451054839386
2023_2_6_-0.3323_11.5747,66.77758586280669,-0.706,0.288,20033.275758842006
2023_2_6_-0.3323_11.5747,74.5127949924354,-0.212,0.286,37256.3974962177
2023_2_6_-0.3323_11.5747,73.4512201428202,-0.212,0.286,36725.610071410105
2023_2_6_-0.3323_11.5747,69.80708420570194,-0.222,0.287,34903.54210285097
2023_2_6_-0.3323_11.5747,65.6535263991537,-0.222,0.287,32826.76319957685
2023_2_6_-0.3323_11.5747,63.252446852634016,-0.222,0.287,31626.223426317007
2023_2_6_-0.3323_11.5747,55.51172792331243,-0.608,0.284,16653.51837699373
2023_2_6_-0.3323_11.5747,53.80948804369677,-0.608,0.284,16142.84641310903
2023_2_6_-0.3323_11.5747,49.979999629678304,-0.608,0.284,14993.99988890349
2023_2_6_-0.3323_11.5747,21.91850626784188,-0.501,0.285,8767.402507136752
2023_2_6_-0.3323_11.5747,27.98250188481335,-0.425,0.295,11193.00075392534
2023_2_6_-0.3323_11.5747,59.85845714399645,-0.943,0.408,23943.382857598583
2023_2_6_-0.3323_11.5747,65.50457286828238,-0.943,0.408,26201.829147312954
2023_2_6_-0.3323_11.5747,82.88295353897324,-0.943,0.408,33153.18141558929
2023_2_6_-0.3323_11.5747,93.85160452842494,-0.943,0.408,37540.64181136998
2023_2_6_-0.3323_11.5747,93.36548983794286,-0.199,0.393,56019.29390276572
2023_2_6_-0.3323_11.5747,74.59888894126526,-0.199,0.393,44759.33336475916
2023_2_6_-0.3323_11.5747,63.08670777096542,-0.199,0.393,37852.02466257925
2023_2_6_-0.3323_11.5747,55.34687378823268,-0.706,0.288,16604.0621364698
2023_2_6_-0.3323_11.5747,68.07304135726348,-0.706,0.288,20421.912407179043
2023_2_6_-0.3323_11.5747,78.79353088100989,-0.706,0.288,23638.059264302967
2023_2_6_-0.3323_11.5747,83.78940243634639,-0.212,0.286,41894.7012181732
2023_2_6_-0.3323_11.5747,79.80322175807967,-0.212,0.286,39901.610879039836
2023_2_6_-0.3323_11.5747,78.12422417942037,-0.222,0.287,39062.11208971019
2023_2_6_-0.3323_11.5747,76.64516870647591,-0.222,0.287,38322.58435323796
2023_2_6_-0.3323_11.5747,66.58925376475482,-0.222,0.287,33294.62688237741
2023_2_6_-0.3323_11.5747,62.18485023606044,-0.608,0.284,18655.455070818134
2023_2_6_-0.3323_11.5747,60.16353809886672,-0.608,0.284,18049.061429660014
2023_2_6_-0.3323_11.5747,51.777196712988335,-0.608,0.284,15533.1590138965
2023_2_6_-0.3323_11.5747,47.99433214014416,-0.501,0.285,19197.732856057664
2023_2_6_-0.3323_11.5747,3.518477123068371,-0.501,0.285,1407.3908492273483
2023_2_6_-0.3323_11.5747,0.422744681144302,-0.554,0.308,169.0978724577208
2023_2_6_-0.3323_11.5747,55.00069649610914,-0.554,0.308,22000.278598443656
2023_2_6_-0.3323_11.5747,59.99272994888537,-0.679,0.333,17997.81898466561
2023_2_6_-0.3323_11.5747,60.30683678437472,-0.679,0.333,18092.051035312415
2023_2_6_-0.3323_11.5747,66.50831538435895,-0.679,0.333,19952.494615307685
2023_2_6_-0.3323_11.5747,74.75639465870036,-0.679,0.333,22426.91839761011
2023_2_6_-0.3323_11.5747,72.59412861945502,-0.242,0.287,36297.06430972751
