year,month,country_1,admin1,location,infra_cate,infra,sub_event_,damage_inf,severity_i,notes,fatalities,actor1,assoc_acto,inter1,actor2,assoc_ac_1,inter2,latitude,longitude,coordinate,source,radio,mcc,net,area,distance_to_event_m
2022,11,Burkina Faso,Hauts-Bassins,Padema,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 4 November 2022, presumed JNIM militants burned a credit union and telecommunications antennas in the village of Padema (Padema, Houet).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Labour Group (Burkina Faso),Civilians,11.6412,-4.2618,"11.6412,-4.2618",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,NA,NA,NA,NA,NA
2022,11,Burkina Faso,Hauts-Bassins,Padema,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 4 November 2022, presumed JNIM militants burned a credit union and telecommunications antennas in the village of Padema (Padema, Houet).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Labour Group (Burkina Faso),Civilians,11.6412,-4.2618,"11.6412,-4.2618",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,NA,NA,NA,NA,NA
2022,11,Burkina Faso,Hauts-Bassins,Padema,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 4 November 2022, presumed JNIM militants burned a credit union and telecommunications antennas in the village of Padema (Padema, Houet).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Labour Group (Burkina Faso),Civilians,11.6412,-4.2618,"11.6412,-4.2618",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,NA,NA,NA,NA,NA
2022,4,Burkina Faso,Est,Boukargou,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 29 April 2022, presumed JNIM militants burned a telecommunications antenna in the village of Boukargou (Coalla, Gnagna).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,13.3025,0.0283,"13.3025,0.0283",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,NA,NA,NA,NA,NA
2022,4,Burkina Faso,Est,Boukargou,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 29 April 2022, presumed JNIM militants burned a telecommunications antenna in the village of Boukargou (Coalla, Gnagna).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,13.3025,0.0283,"13.3025,0.0283",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,NA,NA,NA,NA,NA
2022,4,Burkina Faso,Est,Boukargou,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 29 April 2022, presumed JNIM militants burned a telecommunications antenna in the village of Boukargou (Coalla, Gnagna).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,13.3025,0.0283,"13.3025,0.0283",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,NA,NA,NA,NA,NA
2022,6,Burkina Faso,Sahel,Sebba,communications,antenna,Looting/property destruction,destruction,destroyed,"Property destruction: On 29 June 2022, presumed IS Sahel militants destroyed telecommunications antennas on the road between Sebba (Sebba, Yagha) and Dori (Dori, Seno).",0,Islamic State (West Africa) - Greater Sahara Faction,,Rebel Groups,Civilians (Burkina Faso),,Civilians,13.4417,0.5264,"13.4417,0.5264",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,NA,NA,NA,NA,NA
2022,6,Burkina Faso,Sahel,Sebba,communications,antenna,Looting/property destruction,destruction,destroyed,"Property destruction: On 29 June 2022, presumed IS Sahel militants destroyed telecommunications antennas on the road between Sebba (Sebba, Yagha) and Dori (Dori, Seno).",0,Islamic State (West Africa) - Greater Sahara Faction,,Rebel Groups,Civilians (Burkina Faso),,Civilians,13.4417,0.5264,"13.4417,0.5264",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,NA,NA,NA,NA,NA
2022,6,Burkina Faso,Sahel,Sebba,communications,antenna,Looting/property destruction,destruction,destroyed,"Property destruction: On 29 June 2022, presumed IS Sahel militants destroyed telecommunications antennas on the road between Sebba (Sebba, Yagha) and Dori (Dori, Seno).",0,Islamic State (West Africa) - Greater Sahara Faction,,Rebel Groups,Civilians (Burkina Faso),,Civilians,13.4417,0.5264,"13.4417,0.5264",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,NA,NA,NA,NA,NA
2021,11,Burkina Faso,Sahel,Sebba,communications,antenna,Remote explosive/landmine/IED,ied,destroyed,"On 3 November 2021, presumed JNIM militants set off explosives and destroyed telecommunications antennas on the outskirts of the town of Sebba (Sebba, Yagha).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,,,,13.4417,0.5264,"13.4417,0.5264",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,NA,NA,NA,NA,NA
2021,11,Burkina Faso,Sahel,Sebba,communications,antenna,Remote explosive/landmine/IED,ied,destroyed,"On 3 November 2021, presumed JNIM militants set off explosives and destroyed telecommunications antennas on the outskirts of the town of Sebba (Sebba, Yagha).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,,,,13.4417,0.5264,"13.4417,0.5264",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,NA,NA,NA,NA,NA
2021,11,Burkina Faso,Sahel,Sebba,communications,antenna,Remote explosive/landmine/IED,ied,destroyed,"On 3 November 2021, presumed JNIM militants set off explosives and destroyed telecommunications antennas on the outskirts of the town of Sebba (Sebba, Yagha).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,,,,13.4417,0.5264,"13.4417,0.5264",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,NA,NA,NA,NA,NA
2021,6,Burkina Faso,Sahel,Sebba,communications,telecommunications tower,Looting/property destruction,sabotage,unknown,"Property destruction: On 5 June 2021, suspected JNIM militants sabotaged a telecommunications pylon in the town of Sebba (Sebba, Yagha).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,13.4417,0.5264,"13.4417,0.5264",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,NA,NA,NA,NA,NA
2021,6,Burkina Faso,Sahel,Sebba,communications,telecommunications tower,Looting/property destruction,sabotage,unknown,"Property destruction: On 5 June 2021, suspected JNIM militants sabotaged a telecommunications pylon in the town of Sebba (Sebba, Yagha).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,13.4417,0.5264,"13.4417,0.5264",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,NA,NA,NA,NA,NA
2021,6,Burkina Faso,Sahel,Sebba,communications,telecommunications tower,Looting/property destruction,sabotage,unknown,"Property destruction: On 5 June 2021, suspected JNIM militants sabotaged a telecommunications pylon in the town of Sebba (Sebba, Yagha).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,13.4417,0.5264,"13.4417,0.5264",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,NA,NA,NA,NA,NA
2021,12,Burkina Faso,Nord,Ouindigui,communications,antenna,Attack on civilians,destruction,destroyed,"On 12 December 2021, presumed JNIM militants attacked the village of Ouindigui (Ouindigui, Loroum). The militants killed five people including volunteer fighters (VDP) (assumed unarmed) and civilians, abducted two health workers, and destroyed telecommun",5,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),VDP: Volunteer for Defense of Homeland; Labour Group (Burkina Faso); Health Workers (Burkina Faso),Civilians,13.6803,-1.9651,"13.6803,-1.9651",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,NA,NA,NA,NA,NA
2021,12,Burkina Faso,Nord,Ouindigui,communications,antenna,Attack on civilians,destruction,destroyed,"On 12 December 2021, presumed JNIM militants attacked the village of Ouindigui (Ouindigui, Loroum). The militants killed five people including volunteer fighters (VDP) (assumed unarmed) and civilians, abducted two health workers, and destroyed telecommun",5,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),VDP: Volunteer for Defense of Homeland; Labour Group (Burkina Faso); Health Workers (Burkina Faso),Civilians,13.6803,-1.9651,"13.6803,-1.9651",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,NA,NA,NA,NA,NA
2021,12,Burkina Faso,Nord,Ouindigui,communications,antenna,Attack on civilians,destruction,destroyed,"On 12 December 2021, presumed JNIM militants attacked the village of Ouindigui (Ouindigui, Loroum). The militants killed five people including volunteer fighters (VDP) (assumed unarmed) and civilians, abducted two health workers, and destroyed telecommun",5,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),VDP: Volunteer for Defense of Homeland; Labour Group (Burkina Faso); Health Workers (Burkina Faso),Civilians,13.6803,-1.9651,"13.6803,-1.9651",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,NA,NA,NA,NA,NA
2022,2,Burkina Faso,Centre-Nord,Tafogo,communications,antenna,Looting/property destruction,destruction,destroyed,"Property destruction: On 20 February 2022, presumed JNIM militants destroyed a telecommunications antenna in the village of Tafogo (Tougouri, Namentenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,13.4151,-0.541,"13.4151,-0.541",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,NA,NA,NA,NA,NA
2022,2,Burkina Faso,Centre-Nord,Tafogo,communications,antenna,Looting/property destruction,destruction,destroyed,"Property destruction: On 20 February 2022, presumed JNIM militants destroyed a telecommunications antenna in the village of Tafogo (Tougouri, Namentenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,13.4151,-0.541,"13.4151,-0.541",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,NA,NA,NA,NA,NA
2022,2,Burkina Faso,Centre-Nord,Tafogo,communications,antenna,Looting/property destruction,destruction,destroyed,"Property destruction: On 20 February 2022, presumed JNIM militants destroyed a telecommunications antenna in the village of Tafogo (Tougouri, Namentenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,13.4151,-0.541,"13.4151,-0.541",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,NA,NA,NA,NA,NA
2022,7,Burkina Faso,Boucle du Mouhoun,Kiembara,communications,installation,Looting/property destruction,arson,burned,"Property destruction: On 4 July 2022, presumed JNIM militants burned a warehouse belonging to the mayor office, a bar, a police station, a gendarmerie, and a telecommunications installation, and seized a motorcycle in the town of Kiembara (Kiembara, Sour",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Government of Burkina Faso (2022-); Labour Group (Burkina Faso); Police Forces of Burkina Faso (2022-); Police Forces of Burkina Faso (2022-) Gendarmerie,Civilians,13.2395,-2.7283,"13.2395,-2.7283",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,NA,NA,NA,NA,NA
2022,7,Burkina Faso,Boucle du Mouhoun,Kiembara,communications,installation,Looting/property destruction,arson,burned,"Property destruction: On 4 July 2022, presumed JNIM militants burned a warehouse belonging to the mayor office, a bar, a police station, a gendarmerie, and a telecommunications installation, and seized a motorcycle in the town of Kiembara (Kiembara, Sour",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Government of Burkina Faso (2022-); Labour Group (Burkina Faso); Police Forces of Burkina Faso (2022-); Police Forces of Burkina Faso (2022-) Gendarmerie,Civilians,13.2395,-2.7283,"13.2395,-2.7283",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,NA,NA,NA,NA,NA
2022,7,Burkina Faso,Boucle du Mouhoun,Kiembara,communications,installation,Looting/property destruction,arson,burned,"Property destruction: On 4 July 2022, presumed JNIM militants burned a warehouse belonging to the mayor office, a bar, a police station, a gendarmerie, and a telecommunications installation, and seized a motorcycle in the town of Kiembara (Kiembara, Sour",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Government of Burkina Faso (2022-); Labour Group (Burkina Faso); Police Forces of Burkina Faso (2022-); Police Forces of Burkina Faso (2022-) Gendarmerie,Civilians,13.2395,-2.7283,"13.2395,-2.7283",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,NA,NA,NA,NA,NA
2022,9,Burkina Faso,Est,Tansarga,communications,antenna,Looting/property destruction,ransacking,unknown,"Property destruction: On 1 September 2022, presumed JNIM militants vandalized telecommunications installations in Tansarga (Tansarga, Tapoa).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,11.8752,1.8669,"11.8752,1.8669",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,NA,NA,NA,NA,NA
2022,9,Burkina Faso,Est,Tansarga,communications,antenna,Looting/property destruction,ransacking,unknown,"Property destruction: On 1 September 2022, presumed JNIM militants vandalized telecommunications installations in Tansarga (Tansarga, Tapoa).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,11.8752,1.8669,"11.8752,1.8669",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,NA,NA,NA,NA,NA
2022,9,Burkina Faso,Est,Tansarga,communications,antenna,Looting/property destruction,ransacking,unknown,"Property destruction: On 1 September 2022, presumed JNIM militants vandalized telecommunications installations in Tansarga (Tansarga, Tapoa).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,11.8752,1.8669,"11.8752,1.8669",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,NA,NA,NA,NA,NA
2022,10,Burkina Faso,Centre-Sud,Pont Nazinon,communications,installation (mention),Armed clash,battle,unknown,"On 5 October 2022, suspected JNIM militants killed a security guard at a telecommunications installation in the forest of Nazinon, near Pont Nazinon (Nobere, Zoundweogo).",1,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Private Security Forces (Burkina Faso),,External and Other Forces,11.4389,-1.1779,"11.4389,-1.1779",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613,2,303,34.714984269632346
2022,10,Burkina Faso,Centre-Sud,Pont Nazinon,communications,installation (mention),Armed clash,battle,unknown,"On 5 October 2022, suspected JNIM militants killed a security guard at a telecommunications installation in the forest of Nazinon, near Pont Nazinon (Nobere, Zoundweogo).",1,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Private Security Forces (Burkina Faso),,External and Other Forces,11.4389,-1.1779,"11.4389,-1.1779",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613,2,201,733.551951280097
2022,10,Burkina Faso,Centre-Sud,Pont Nazinon,communications,installation (mention),Armed clash,battle,unknown,"On 5 October 2022, suspected JNIM militants killed a security guard at a telecommunications installation in the forest of Nazinon, near Pont Nazinon (Nobere, Zoundweogo).",1,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Private Security Forces (Burkina Faso),,External and Other Forces,11.4389,-1.1779,"11.4389,-1.1779",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613,2,201,1208.9441242022338
2022,8,Burkina Faso,Boucle du Mouhoun,Dokui,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 19 August 2022, presumed JNIM militants vandalized and burned a police station, a telecommunications antenna, and school classes in the town of Dokui (Dokui, Kossi).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Police Forces of Burkina Faso (2022-),Civilians,12.5496,-4.1098,"12.5496,-4.1098",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,NA,NA,NA,NA,NA
2022,8,Burkina Faso,Boucle du Mouhoun,Dokui,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 19 August 2022, presumed JNIM militants vandalized and burned a police station, a telecommunications antenna, and school classes in the town of Dokui (Dokui, Kossi).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Police Forces of Burkina Faso (2022-),Civilians,12.5496,-4.1098,"12.5496,-4.1098",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,NA,NA,NA,NA,NA
2022,8,Burkina Faso,Boucle du Mouhoun,Dokui,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 19 August 2022, presumed JNIM militants vandalized and burned a police station, a telecommunications antenna, and school classes in the town of Dokui (Dokui, Kossi).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Police Forces of Burkina Faso (2022-),Civilians,12.5496,-4.1098,"12.5496,-4.1098",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,NA,NA,NA,NA,NA
2022,12,Burkina Faso,Nord,Bagare,communications,installation,Looting/property destruction,arson,burned,"Property destruction: On 26 December 2022, presumed JNIM militants burned telecommunications installations in the village of Bagare (Bagare, Passore).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,12.9117,-2.6051,"12.9117,-2.6051",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613,1,30,4834.224171410475
2022,1,Burkina Faso,Boucle du Mouhoun,Bourasso,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: On 18 January 2022, presumed JNIM militants sabotaged a telecommunications antennas in the town of Bourasso (Bourasso, Kossi).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,12.6338,-3.713,"12.6338,-3.713",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,NA,NA,NA,NA,NA
2022,1,Burkina Faso,Boucle du Mouhoun,Bourasso,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: On 18 January 2022, presumed JNIM militants sabotaged a telecommunications antennas in the town of Bourasso (Bourasso, Kossi).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,12.6338,-3.713,"12.6338,-3.713",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,NA,NA,NA,NA,NA
2022,1,Burkina Faso,Boucle du Mouhoun,Bourasso,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: On 18 January 2022, presumed JNIM militants sabotaged a telecommunications antennas in the town of Bourasso (Bourasso, Kossi).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,12.6338,-3.713,"12.6338,-3.713",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,NA,NA,NA,NA,NA
2022,2,Burkina Faso,Boucle du Mouhoun,Kassoum,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: Around 4 February 2022 (as reported), presumed JNIM militants sabotaged a telecommunications installation in the town of Kassoum (Kassoum, Sourou).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,13.0747,-3.2974,"13.0747,-3.2974",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,NA,NA,NA,NA,NA
2022,2,Burkina Faso,Boucle du Mouhoun,Kassoum,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: Around 4 February 2022 (as reported), presumed JNIM militants sabotaged a telecommunications installation in the town of Kassoum (Kassoum, Sourou).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,13.0747,-3.2974,"13.0747,-3.2974",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,NA,NA,NA,NA,NA
2022,2,Burkina Faso,Boucle du Mouhoun,Kassoum,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: Around 4 February 2022 (as reported), presumed JNIM militants sabotaged a telecommunications installation in the town of Kassoum (Kassoum, Sourou).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,13.0747,-3.2974,"13.0747,-3.2974",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,NA,NA,NA,NA,NA
2021,11,Burkina Faso,Boucle du Mouhoun,Kassoum,communications,antenna,Looting/property destruction,destruction,destroyed,"Property destruction: On 5 November 2021, presumed Katiba Macina (JNIM) militants destroyed a telecom antenna, vandalized a town hall warehouse, and burned the offices of the primary education inspection in the town of Kassoum (Kassoum, Sourou).",0,Katiba Macina,JNIM: Group for Support of Islam and Muslims,Rebel Groups,Civilians (Burkina Faso),Labour Group (Burkina Faso),Civilians,13.0747,-3.2974,"13.0747,-3.2974",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,NA,NA,NA,NA,NA
2021,11,Burkina Faso,Boucle du Mouhoun,Kassoum,communications,antenna,Looting/property destruction,destruction,destroyed,"Property destruction: On 5 November 2021, presumed Katiba Macina (JNIM) militants destroyed a telecom antenna, vandalized a town hall warehouse, and burned the offices of the primary education inspection in the town of Kassoum (Kassoum, Sourou).",0,Katiba Macina,JNIM: Group for Support of Islam and Muslims,Rebel Groups,Civilians (Burkina Faso),Labour Group (Burkina Faso),Civilians,13.0747,-3.2974,"13.0747,-3.2974",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,NA,NA,NA,NA,NA
2021,11,Burkina Faso,Boucle du Mouhoun,Kassoum,communications,antenna,Looting/property destruction,destruction,destroyed,"Property destruction: On 5 November 2021, presumed Katiba Macina (JNIM) militants destroyed a telecom antenna, vandalized a town hall warehouse, and burned the offices of the primary education inspection in the town of Kassoum (Kassoum, Sourou).",0,Katiba Macina,JNIM: Group for Support of Islam and Muslims,Rebel Groups,Civilians (Burkina Faso),Labour Group (Burkina Faso),Civilians,13.0747,-3.2974,"13.0747,-3.2974",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,NA,NA,NA,NA,NA
2022,1,Burkina Faso,Est,Namoungou,communications,antenna,Looting/property destruction,destruction,destroyed,"Property destruction: On 28 January 2022, presumed JNIM militants destroyed telecommunications antennas near the village of Namoungou (Fada Ngourma, Gourma).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,12.0249,0.6079,"12.0249,0.6079",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613,1,26,2837.7680252519162
2022,1,Burkina Faso,Est,Namoungou,communications,antenna,Looting/property destruction,destruction,destroyed,"Property destruction: On 28 January 2022, presumed JNIM militants destroyed telecommunications antennas near the village of Namoungou (Fada Ngourma, Gourma).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,12.0249,0.6079,"12.0249,0.6079",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613,1,26,3525.198783988866
2022,1,Burkina Faso,Est,Namoungou,communications,antenna,Looting/property destruction,destruction,destroyed,"Property destruction: On 28 January 2022, presumed JNIM militants destroyed telecommunications antennas near the village of Namoungou (Fada Ngourma, Gourma).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,12.0249,0.6079,"12.0249,0.6079",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613,1,26,3816.0478769297556
2022,2,Burkina Faso,Centre-Est,Kiouguen,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: On 22 February 2022, presumed JNIM militants sabotaged a telecommunications antenna in the village of Kiouguen (Sangha, Koulpelogo).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,11.3051,0.1141,"11.3051,0.1141",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,NA,NA,NA,NA,NA
2022,2,Burkina Faso,Centre-Est,Kiouguen,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: On 22 February 2022, presumed JNIM militants sabotaged a telecommunications antenna in the village of Kiouguen (Sangha, Koulpelogo).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,11.3051,0.1141,"11.3051,0.1141",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,NA,NA,NA,NA,NA
2022,2,Burkina Faso,Centre-Est,Kiouguen,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: On 22 February 2022, presumed JNIM militants sabotaged a telecommunications antenna in the village of Kiouguen (Sangha, Koulpelogo).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,11.3051,0.1141,"11.3051,0.1141",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,NA,NA,NA,NA,NA
2022,11,Burkina Faso,Hauts-Bassins,Boni,communications,antenna,Looting/property destruction,destruction,destroyed,"Property destruction: On 1 November 2022, JNIM militants destroyed a telecommunications antenna in Boni (Boni, Tuy).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,11.555,-3.3928,"11.555,-3.3928",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613,1,20,2017.0942973078004
2022,11,Burkina Faso,Hauts-Bassins,Boni,communications,antenna,Looting/property destruction,destruction,destroyed,"Property destruction: On 1 November 2022, JNIM militants destroyed a telecommunications antenna in Boni (Boni, Tuy).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,11.555,-3.3928,"11.555,-3.3928",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613,2,802,3259.325975533817
2022,11,Burkina Faso,Hauts-Bassins,Boni,communications,antenna,Looting/property destruction,destruction,destroyed,"Property destruction: On 1 November 2022, JNIM militants destroyed a telecommunications antenna in Boni (Boni, Tuy).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,11.555,-3.3928,"11.555,-3.3928",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613,3,20,4144.483150514109
2023,1,Burkina Faso,Centre-Est,Ouenga,communications,installation,Looting/property destruction,ransacking,unknown,"Property destruction: On 30 January 2023, presumed JNIM militants vandalized cell phone installations in Ouenga (Andemtenga, Kourittenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,12.4845,-0.3204,"12.4845,-0.3204",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613,2,201,9804.916758949697
2022,12,Burkina Faso,Centre-Ouest,Gao,communications,installation,Looting/property destruction,arson,burned,"Property destruction: On 31 December 2022, presumed JNIM militants burned the gendarmerie, mayor's office, and telecommunications installations in the village of Gao (Gao, Ziro).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Police Forces of Burkina Faso (2022-) Gendarmerie; Government of Burkina Faso (2022-),Civilians,11.6431,-2.1806,"11.6431,-2.1806",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613,2,304,2545.5730017697047
2022,11,Burkina Faso,Cascades,Ouo,communications,installation,Armed clash,ransacking,unknown,"On 24 November 2022, JNIM militants attacked gendarmerie and forest guard positions in the town of Ouo (Ouo, Comoe). The militants abducted a forest guard, vandalized the gendarmerie, the mayor's office, the prefecture, bars, and telecommunications insta",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Police Forces of Burkina Faso (2022-) Gendarmerie,Forest Guards (Burkina Faso),State Forces,10.4009,-3.8473,"10.4009,-3.8473",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,NA,NA,NA,NA,NA
